Time;PT100 1 [ºC];PT100 2 [ºC];PT100 3 [ºC];PT100 4 [ºC];Umidade 1 [%];Temp. TH 1 [ºC];Umidade 2 [%];Temp. TH 2 [ºC];
15/10/2020 15:18:58,626;39,465984;17,310108;33,268265;33,437477;66,597308;25,544564;76,371387;32,132318;
15/10/2020 15:18:59,626;39,469224;17,312714;33,269959;33,442406;66,597308;25,441686;76,319944;32,132318;
15/10/2020 15:19:00,626;39,472001;17,313787;33,270421;33,444562;66,597308;25,441686;76,268502;32,183764;
15/10/2020 15:19:01,626;39,473081;17,313787;33,271807;33,447642;66,545865;25,493125;76,319944;32,286656;
15/10/2020 15:19:02,625;39,472618;17,313941;33,272577;33,450107;66,700195;25,493125;76,21706;32,23521;
15/10/2020 15:19:03,626;39,471693;17,31762;33,274579;33,457654;66,803081;25,544564;76,268502;32,183764;
15/10/2020 15:19:04,627;39,470304;17,319152;33,275657;33,458732;66,803081;25,544564;76,371387;32,286656;
15/10/2020 15:19:05,626;39,472618;17,319766;33,275503;33,459194;66,648752;25,493125;76,268502;32,23521;
15/10/2020 15:19:06,626;39,472927;17,322065;33,275965;33,461196;66,700195;25,493125;76,319944;32,183764;
15/10/2020 15:19:07,626;39,474007;17,324518;33,276735;33,463969;66,648752;25,493125;76,371387;32,23521;
15/10/2020 15:19:08,625;39,475858;17,32881;33,277659;33,467203;66,700195;25,596003;76,268502;32,183764;
15/10/2020 15:19:09,626;39,476784;17,329729;33,277197;33,467665;66,751638;25,493125;76,319944;32,183764;
15/10/2020 15:19:10,625;39,479561;17,329729;33,278429;33,467357;66,597308;25,493125;76,371387;32,183764;
15/10/2020 15:19:11,625;39,47663;17,331875;33,280277;33,470129;66,648752;25,493125;76,371387;32,183764;
15/10/2020 15:19:12,626;39,479561;17,332029;33,283819;33,47398;66,494422;25,441686;76,268502;32,183764;
15/10/2020 15:19:13,625;39,480178;17,330649;33,287361;33,475982;66,545865;25,853198;76,371387;32,183764;
15/10/2020 15:19:14,626;39,481104;17,330649;33,288285;33,475982;66,545865;25,596003;76,525713;32,183764;
15/10/2020 15:19:15,626;39,479716;17,330036;33,291519;33,475366;66,597308;25,544564;76,371387;32,183764;
15/10/2020 15:19:16,626;39,478944;17,328503;33,295061;33,474904;66,597308;25,493125;76,577156;32,23521;
15/10/2020 15:19:17,625;39,477247;17,329116;33,295523;33,473364;66,597308;25,493125;76,474271;32,286656;
15/10/2020 15:19:18,626;39,478018;17,328503;33,298603;33,472594;66,545865;25,493125;76,422829;32,389548;
15/10/2020 15:19:19,625;39,476013;17,325591;33,300297;33,47167;66,545865;25,544564;76,422829;32,286656;
15/10/2020 15:19:20,627;39,472618;17,323445;33,301837;33,469821;66,597308;25,493125;76,474271;32,389548;
15/10/2020 15:19:21,626;39,472773;17,321912;33,302453;33,467819;66,597308;25,596003;76,371387;32,286656;
15/10/2020 15:19:22,626;39,470304;17,322525;33,303531;33,469975;66,700195;25,493125;76,474271;32,183764;
15/10/2020 15:19:23,626;39,469687;17,319306;33,303839;33,469513;66,751638;25,390247;76,577156;32,23521;
15/10/2020 15:19:24,626;39,47015;17,320072;33,306765;33,468897;66,700195;25,544564;76,422829;32,23521;
15/10/2020 15:19:25,625;39,46907;17,319152;33,313541;33,472286;66,803081;25,596003;76,422829;32,23521;
15/10/2020 15:19:26,626;39,46907;17,320379;33,316775;33,474596;67,111741;25,544564;76,577156;32,23521;
15/10/2020 15:19:27,625;39,470767;17,321298;33,322473;33,476136;67,008854;25,544564;76,577156;32,338102;
15/10/2020 15:19:28,625;39,471076;17,321758;33,324321;33,475982;67,26607;25,441686;76,577156;32,286656;
15/10/2020 15:19:29,626;39,471076;17,322065;33,329711;33,47552;67,317514;25,493125;76,628598;32,286656;
15/10/2020 15:19:30,625;39,471847;17,323598;33,332483;33,475674;67,4204;25,23593;76,474271;32,286656;
15/10/2020 15:19:31,626;39,467681;17,323138;33,332483;33,475366;67,523286;25,596003;76,577156;32,23521;
15/10/2020 15:19:32,626;39,469996;17,323445;33,338027;33,478447;67,471843;25,596003;76,577156;32,338102;
15/10/2020 15:19:33,626;39,470613;17,322678;33,341569;33,485994;67,317514;25,544564;76,628598;32,286656;
15/10/2020 15:19:34,626;39,467373;17,321298;33,346343;33,488612;67,317514;25,493125;76,628598;32,23521;
15/10/2020 15:19:35,626;39,467373;17,321145;33,350655;33,494465;67,26607;25,596003;76,577156;32,23521;
15/10/2020 15:19:36,627;39,464904;17,319766;33,356046;33,497237;67,163184;25,544564;76,68004;32,286656;
15/10/2020 15:19:37,627;39,464596;17,318079;33,362668;33,502782;67,214627;25,544564;76,628598;32,286656;
15/10/2020 15:19:38,627;39,461047;17,315627;33,37391;33,509713;66,957411;25,647442;76,834367;32,338102;
15/10/2020 15:19:39,626;39,46151;17,316087;33,380686;33,514642;67,008854;25,544564;76,834367;32,286656;
15/10/2020 15:19:40,626;39,459967;17,313787;33,386538;33,519879;67,008854;25,493125;76,834367;32,23521;
15/10/2020 15:19:41,626;39,460276;17,313174;33,392544;33,522651;66,803081;25,544564;76,88581;32,23521;
15/10/2020 15:19:42,625;39,46151;17,314554;33,401784;33,528042;66,905968;25,544564;76,88581;32,389548;
15/10/2020 15:19:43,626;39,463361;17,316393;33,405481;33,530352;66,751638;25,596003;76,782925;32,286656;
15/10/2020 15:19:44,626;39,466293;17,319919;33,410255;33,532201;66,751638;25,493125;76,834367;32,23521;
15/10/2020 15:19:45,626;39,467373;17,321912;33,414875;33,534511;66,700195;25,493125;76,834367;32,286656;
15/10/2020 15:19:46,625;39,472618;17,325744;33,423961;33,541904;66,494422;25,493125;76,937252;32,338102;
15/10/2020 15:19:47,626;39,47339;17,327277;33,428427;33,547295;66,494422;25,596003;76,988694;32,286656;
15/10/2020 15:19:48,626;39,475704;17,328963;33,43582;33,549605;66,648752;25,596003;77,091579;32,286656;
15/10/2020 15:19:49,625;39,474778;17,328656;33,439978;33,55284;66,494422;25,544564;77,091579;32,338102;
15/10/2020 15:19:50,626;39,477556;17,330496;33,451836;33,560541;66,494422;25,493125;76,988694;32,286656;
15/10/2020 15:19:51,626;39,474624;17,327583;33,455224;33,563005;66,442979;25,544564;77,040137;32,286656;
15/10/2020 15:19:52,627;39,474778;17,32835;33,459845;33,565624;66,442979;25,544564;77,040137;32,286656;
15/10/2020 15:19:53,626;39,47447;17,328043;33,465081;33,570245;66,442979;25,698881;77,040137;32,286656;
15/10/2020 15:19:54,626;39,473081;17,327277;33,468777;33,573787;66,494422;25,544564;77,040137;32,23521;
15/10/2020 15:19:55,626;39,469378;17,326204;33,476015;33,577946;66,494422;25,493125;77,194463;32,286656;
15/10/2020 15:19:56,626;39,468607;17,327124;33,479249;33,580102;66,288649;25,441686;77,143021;32,338102;
15/10/2020 15:19:57,626;39,467064;17,328197;33,4831;33,581026;66,442979;25,493125;77,091579;32,286656;
15/10/2020 15:19:58,627;39,465984;17,325591;33,485256;33,582567;66,494422;25,493125;77,245906;32,286656;
15/10/2020 15:19:59,627;39,466601;17,325897;33,492494;33,584261;66,597308;25,647442;77,194463;32,338102;
15/10/2020 15:20:00,626;39,465984;17,324518;33,496806;33,585493;66,597308;25,596003;77,194463;32,183764;
15/10/2020 15:20:01,626;39,46475;17,324671;33,500349;33,587033;66,545865;25,544564;77,245906;32,338102;
15/10/2020 15:20:02,626;39,463516;17,324824;33,504045;33,58765;66,545865;25,596003;77,143021;32,286656;
15/10/2020 15:20:03,626;39,461356;17,323445;33,511437;33,591808;66,494422;25,596003;77,245906;32,23521;
15/10/2020 15:20:04,626;39,463978;17,322218;33,51729;33,593503;66,391536;25,596003;77,194463;32,286656;
15/10/2020 15:20:05,626;39,460739;17,321758;33,520986;33,595043;66,494422;25,544564;77,143021;32,338102;
15/10/2020 15:20:06,627;39,460739;17,318693;33,527454;33,60028;66,442979;25,596003;77,143021;32,286656;
15/10/2020 15:20:07,626;39,458424;17,315933;33,535771;33,607519;66,494422;25,596003;77,194463;32,286656;
15/10/2020 15:20:08,627;39,457036;17,315933;33,542239;33,612602;66,442979;25,544564;77,194463;32,286656;
15/10/2020 15:20:09,626;39,457961;17,313634;33,546089;33,614912;66,442979;25,596003;77,143021;32,23521;
15/10/2020 15:20:10,626;39,456264;17,314247;33,551018;33,620765;66,494422;25,596003;77,245906;32,286656;
15/10/2020 15:20:11,626;39,454876;17,313481;33,557024;33,627235;66,597308;25,596003;77,194463;32,338102;
15/10/2020 15:20:12,626;39,454567;17,313787;33,566881;33,639711;66,751638;25,596003;77,297348;32,286656;
15/10/2020 15:20:13,626;39,458887;17,312408;33,573503;33,64618;66,700195;25,544564;77,194463;32,23521;
15/10/2020 15:20:14,626;39,455339;17,312868;33,577508;33,651109;66,648752;25,647442;77,143021;32,338102;
15/10/2020 15:20:15,626;39,456264;17,314554;33,584592;33,657886;66,700195;25,647442;77,194463;32,338102;
15/10/2020 15:20:16,627;39,458733;17,315473;33,597067;33,668668;66,751638;25,647442;77,194463;32,338102;
15/10/2020 15:20:17,626;39,455493;17,314707;33,603844;33,673906;66,751638;25,596003;77,194463;32,338102;
15/10/2020 15:20:18,626;39,45719;17,31624;33,608156;33,678989;66,700195;25,596003;77,194463;32,338102;
15/10/2020 15:20:19,626;39,457344;17,317466;33,613547;33,681453;66,700195;25,596003;77,143021;32,286656;
15/10/2020 15:20:20,626;39,460739;17,3167;33,621248;33,684226;66,751638;25,544564;77,194463;32,286656;
15/10/2020 15:20:21,626;39,457344;17,315627;33,626176;33,68746;66,751638;25,596003;77,297348;32,389548;
15/10/2020 15:20:22,626;39,458733;17,317926;33,628486;33,694392;66,751638;25,647442;77,34879;32,23521;
15/10/2020 15:20:23,626;39,45719;17,318539;33,631104;33,695932;66,751638;25,596003;77,34879;32,338102;
15/10/2020 15:20:24,626;39,458424;17,318079;33,637881;33,705944;66,700195;25,698881;77,34879;32,338102;
15/10/2020 15:20:25,626;39,45827;17,318539;33,642964;33,710411;66,751638;25,647442;77,34879;32,338102;
15/10/2020 15:20:26,626;39,458733;17,319306;33,646968;33,713646;66,700195;25,647442;77,34879;32,389548;
15/10/2020 15:20:27,626;39,460893;17,319459;33,651743;33,717804;66,957411;25,647442;77,297348;32,338102;
15/10/2020 15:20:28,626;39,460893;17,319459;33,656979;33,721809;66,905968;25,544564;77,34879;32,286656;
15/10/2020 15:20:29,626;39,460584;17,319612;33,666528;33,730743;66,957411;25,544564;77,34879;32,286656;
15/10/2020 15:20:30,626;39,460121;17,319152;33,670224;33,736134;67,008854;25,647442;77,34879;32,338102;
15/10/2020 15:20:31,626;39,45827;17,318846;33,674383;33,738137;67,008854;25,698881;77,297348;32,338102;
15/10/2020 15:20:32,626;39,45827;17,319919;33,678695;33,742912;67,214627;25,647442;77,34879;32,338102;
15/10/2020 15:20:33,626;39,457961;17,318233;33,687936;33,751076;67,111741;25,544564;77,34879;32,338102;
15/10/2020 15:20:34,626;39,458116;17,318846;33,693019;33,756005;67,111741;25,544564;77,297348;32,338102;
15/10/2020 15:20:35,626;39,458887;17,318233;33,697023;33,758931;67,111741;25,596003;77,34879;32,286656;
15/10/2020 15:20:36,627;39,45611;17,318079;33,70149;33,765247;67,163184;25,698881;77,34879;32,338102;
15/10/2020 15:20:37,626;39,453487;17,3167;33,707035;33,772949;67,111741;25,647442;77,245906;32,389548;
15/10/2020 15:20:38,626;39,452716;17,31532;33,712117;33,778032;67,008854;25,647442;77,245906;32,286656;
15/10/2020 15:20:39,626;39,454104;17,315933;33,716276;33,781266;67,008854;25,596003;77,34879;32,338102;
15/10/2020 15:20:40,626;39,451636;17,31578;33,719356;33,785425;66,957411;25,596003;77,34879;32,389548;
15/10/2020 15:20:41,627;39,453641;17,315167;33,725671;33,7902;66,905968;25,596003;77,245906;32,286656;
15/10/2020 15:20:42,626;39,452561;17,3144;33,729367;33,791279;67,008854;26,058954;77,34879;32,338102;
15/10/2020 15:20:43,626;39,451636;17,315167;33,734912;33,794051;67,008854;25,647442;77,194463;32,389548;
15/10/2020 15:20:44,626;39,453487;17,316087;33,736606;33,79821;66,957411;25,596003;77,143021;32,440994;
15/10/2020 15:20:45,628;39,451636;17,313021;33,740457;33,804372;67,060297;25,544564;77,194463;32,338102;
15/10/2020 15:20:46,627;39,449476;17,314247;33,748004;33,81346;67,008854;25,544564;77,245906;32,338102;
15/10/2020 15:20:47,627;39,44747;17,3144;33,7517;33,816387;66,905968;25,647442;77,194463;32,338102;
15/10/2020 15:20:48,627;39,449013;17,312408;33,755243;33,820854;66,905968;25,647442;77,245906;32,389548;
15/10/2020 15:20:49,626;39,447161;17,313787;33,758631;33,822394;66,905968;25,544564;77,245906;32,389548;
15/10/2020 15:20:50,626;39,449013;17,313174;33,768026;33,83025;66,803081;25,596003;77,194463;32,338102;
15/10/2020 15:20:51,627;39,446082;17,312868;33,770799;33,834563;66,803081;25,596003;77,143021;32,338102;
15/10/2020 15:20:52,626;39,448241;17,313174;33,775265;33,838876;66,854525;25,596003;77,194463;32,389548;
15/10/2020 15:20:53,626;39,447007;17,313021;33,780964;33,844884;66,854525;25,75032;77,194463;32,440994;
15/10/2020 15:20:54,627;39,449939;17,312101;33,790976;33,85428;66,905968;25,596003;77,143021;32,23521;
15/10/2020 15:20:55,626;39,445464;17,312561;33,795288;33,86075;66,803081;25,596003;77,194463;32,389548;
15/10/2020 15:20:56,626;39,444539;17,310875;33,798985;33,866911;66,854525;25,647442;77,194463;32,389548;
15/10/2020 15:20:57,626;39,442996;17,310108;33,803759;33,871686;66,854525;25,647442;77,091579;32,338102;
15/10/2020 15:20:58,627;39,444539;17,310415;33,807764;33,875383;66,854525;25,647442;77,245906;32,389548;
15/10/2020 15:20:59,626;39,445619;17,309035;33,816081;33,886166;66,803081;25,647442;77,194463;32,389548;
15/10/2020 15:21:00,627;39,442996;17,308575;33,820086;33,888631;66,957411;25,698881;77,143021;32,389548;
15/10/2020 15:21:01,626;39,444384;17,309495;33,824245;33,892944;67,008854;25,596003;77,194463;32,389548;
15/10/2020 15:21:02,627;39,44531;17,306736;33,828557;33,896487;67,008854;25,647442;77,245906;32,389548;
15/10/2020 15:21:03,627;39,445156;17,303824;33,834718;33,905113;67,008854;25,647442;77,245906;32,440994;
15/10/2020 15:21:04,626;39,445156;17,30275;33,839185;33,908656;67,008854;25,647442;77,297348;32,389548;
15/10/2020 15:21:05,627;39,444076;17,303364;33,841649;33,911583;67,111741;25,647442;77,34879;32,389548;
15/10/2020 15:21:06,626;39,441453;17,300451;33,845038;33,914202;67,060297;25,647442;77,297348;32,440994;
15/10/2020 15:21:07,626;39,439756;17,299072;33,852277;33,919901;67,111741;25,647442;77,245906;32,389548;
15/10/2020 15:21:08,628;39,436207;17,297539;33,855819;33,921904;67,368957;25,647442;77,400233;32,440994;
15/10/2020 15:21:09,626;39,43559;17,296772;33,859516;33,923906;67,368957;25,647442;77,245906;32,389548;
15/10/2020 15:21:10,626;39,434819;17,294626;33,862597;33,925601;67,317514;25,596003;77,297348;32,389548;
15/10/2020 15:21:11,627;39,431887;17,29248;33,872608;33,927603;67,26607;25,647442;77,297348;32,389548;
15/10/2020 15:21:12,627;39,432196;17,291867;33,874611;33,930992;67,214627;25,647442;77,245906;32,389548;
15/10/2020 15:21:13,626;39,430807;17,290487;33,88108;33,932533;67,317514;25,647442;77,297348;32,389548;
15/10/2020 15:21:14,626;39,430653;17,289568;33,885546;33,934689;67,368957;25,647442;77,34879;32,389548;
15/10/2020 15:21:15,626;39,431733;17,289568;33,890321;33,93623;67,317514;25,647442;77,34879;32,440994;
15/10/2020 15:21:16,627;39,429573;17,288035;33,897869;33,939619;67,26607;25,647442;77,245906;32,338102;
15/10/2020 15:21:17,627;39,428802;17,286502;33,902951;33,941621;67,26607;25,647442;77,34879;32,389548;
15/10/2020 15:21:18,626;39,430036;17,287115;33,906802;33,943007;67,163184;25,647442;77,297348;32,440994;
15/10/2020 15:21:19,626;39,430036;17,286042;33,909883;33,945934;67,214627;25,544564;77,297348;32,338102;
15/10/2020 15:21:20,627;39,426796;17,285429;33,916814;33,947937;67,111741;25,596003;77,297348;32,440994;
15/10/2020 15:21:21,627;39,429265;17,285122;33,921281;33,949015;67,060297;25,647442;77,297348;32,440994;
15/10/2020 15:21:22,627;39,427568;17,283896;33,924515;33,950864;66,957411;25,647442;77,297348;32,389548;
15/10/2020 15:21:23,627;39,42911;17,286349;33,927904;33,95225;66,957411;25,647442;77,400233;32,440994;
15/10/2020 15:21:24,627;39,431579;17,284969;33,933757;33,95795;67,26607;25,698881;77,34879;32,440994;
15/10/2020 15:21:25,626;39,429573;17,285122;33,936376;33,959028;67,163184;25,647442;77,34879;32,49244;
15/10/2020 15:21:26,627;39,428956;17,285122;33,939148;33,962571;67,163184;25,596003;77,34879;32,440994;
15/10/2020 15:21:27,626;39,427259;17,285122;33,942537;33,964574;67,111741;25,647442;77,34879;32,49244;
15/10/2020 15:21:28,627;39,427105;17,283896;33,94762;33,971351;67,163184;25,75032;77,297348;32,543886;
15/10/2020 15:21:29,627;39,427568;17,282823;33,950392;33,97474;67,111741;25,647442;77,297348;32,389548;
15/10/2020 15:21:30,627;39,425716;17,28267;33,952703;33,980132;67,111741;25,698881;77,400233;32,440994;
15/10/2020 15:21:31,627;39,427259;17,282057;33,958094;33,983059;67,214627;25,647442;77,297348;32,49244;
15/10/2020 15:21:32,626;39,42803;17,28221;33,960096;33,98845;67,060297;25,544564;77,297348;32,440994;
15/10/2020 15:21:33,627;39,428339;17,277458;33,969184;33,996615;67,111741;25,647442;77,34879;32,440994;
15/10/2020 15:21:34,627;39,426025;17,277305;33,973959;34,000466;67,060297;25,698881;77,297348;32,440994;
15/10/2020 15:21:35,626;39,428802;17,278531;33,978272;34,006474;67,008854;25,698881;77,297348;32,49244;
15/10/2020 15:21:36,627;39,428802;17,280064;33,983047;34,009247;66,854525;25,596003;77,34879;32,543886;
15/10/2020 15:21:37,627;39,430962;17,28083;33,990594;34,011711;66,700195;25,698881;77,297348;32,440994;
15/10/2020 15:21:38,626;39,43127;17,281137;33,992134;34,012481;66,700195;25,698881;77,194463;32,440994;
15/10/2020 15:21:39,626;39,43235;17,280217;33,995677;34,013252;66,700195;25,698881;77,34879;32,49244;
15/10/2020 15:21:40,627;39,433585;17,28037;33,996601;34,01356;66,803081;25,698881;77,194463;32,49244;
15/10/2020 15:21:41,627;39,432659;17,281903;34,002609;34,015254;66,545865;25,698881;77,297348;32,440994;
15/10/2020 15:21:42,627;39,435127;17,280677;34,004919;34,016179;66,442979;25,647442;77,297348;32,49244;
15/10/2020 15:21:43,626;39,435127;17,28129;34,007384;34,016333;66,545865;25,698881;77,34879;32,543886;
15/10/2020 15:21:44,626;39,433893;17,280677;34,009232;34,016641;66,597308;25,75032;77,297348;32,49244;
15/10/2020 15:21:45,627;39,433739;17,278071;34,011542;34,016025;66,648752;25,698881;77,297348;32,49244;
15/10/2020 15:21:46,626;39,433739;17,279604;34,013237;34,016487;66,597308;25,698881;77,34879;32,49244;
15/10/2020 15:21:47,626;39,433893;17,280217;34,013853;34,016333;66,700195;25,596003;77,34879;32,49244;
15/10/2020 15:21:48,627;39,435436;17,279451;34,016626;34,016333;66,648752;25,698881;77,34879;32,440994;
15/10/2020 15:21:49,627;39,43559;17,279911;34,018474;34,016949;66,751638;25,75032;77,194463;32,595332;
15/10/2020 15:21:50,626;39,43667;17,279297;34,020168;34,022186;66,803081;25,698881;77,297348;32,49244;
15/10/2020 15:21:51,627;39,441453;17,280984;34,022017;34,025575;66,700195;25,596003;77,297348;32,440994;
15/10/2020 15:21:52,627;39,438676;17,28313;34,025251;34,028348;66,854525;25,647442;77,297348;32,49244;
15/10/2020 15:21:53,626;39,440373;17,282057;34,026792;34,035434;66,854525;25,647442;77,143021;32,49244;
15/10/2020 15:21:54,627;39,438059;17,281903;34,032645;34,038053;66,803081;25,698881;77,143021;32,49244;
15/10/2020 15:21:55,627;39,439139;17,282363;34,034955;34,039902;66,905968;25,698881;77,194463;32,543886;
15/10/2020 15:21:56,626;39,439756;17,283589;34,036034;34,042058;66,854525;25,698881;77,194463;32,543886;
15/10/2020 15:21:57,626;39,439447;17,282363;34,037266;34,043907;66,957411;25,647442;77,091579;32,49244;
15/10/2020 15:21:58,627;39,437596;17,28221;34,038652;34,046064;66,803081;25,596003;77,194463;32,440994;
15/10/2020 15:21:59,627;39,437133;17,284509;34,039422;34,04745;66,751638;25,647442;77,245906;32,543886;
15/10/2020 15:22:00,627;39,436979;17,283743;34,040963;34,047604;66,854525;25,698881;77,194463;32,543886;
15/10/2020 15:22:01,627;39,438984;17,28313;34,040963;34,050223;66,905968;25,698881;77,143021;32,49244;
15/10/2020 15:22:02,627;39,438676;17,283896;34,043889;34,05315;66,751638;25,647442;77,194463;32,49244;
15/10/2020 15:22:03,627;39,441144;17,283589;34,045584;34,054536;66,700195;25,647442;77,143021;32,595332;
15/10/2020 15:22:04,627;39,43775;17,283283;34,04774;34,056231;66,648752;25,698881;77,143021;32,440994;
15/10/2020 15:22:05,628;39,438213;17,281903;34,048664;34,056077;66,545865;25,698881;77,040137;32,49244;
15/10/2020 15:22:06,626;39,439139;17,280217;34,048818;34,057309;66,597308;25,75032;77,040137;32,543886;
15/10/2020 15:22:07,628;39,441144;17,28129;34,050667;34,057001;66,597308;25,647442;77,040137;32,440994;
15/10/2020 15:22:08,628;39,438213;17,281137;34,049589;34,056385;66,597308;25,647442;77,040137;32,49244;
15/10/2020 15:22:09,626;39,439447;17,28083;34,049281;34,054844;66,545865;25,698881;77,091579;32,595332;
15/10/2020 15:22:10,627;39,440219;17,281443;34,049435;34,055769;66,545865;25,698881;77,040137;32,49244;
15/10/2020 15:22:11,627;39,440064;17,280524;34,050513;34,056231;66,597308;25,75032;77,091579;32,543886;
15/10/2020 15:22:12,627;39,450247;17,280677;34,051899;34,057001;66,597308;25,698881;77,040137;32,49244;
15/10/2020 15:22:13,627;39,448704;17,281443;34,053748;34,057463;66,545865;25,698881;77,091579;32,49244;
15/10/2020 15:22:14,627;39,448396;17,281137;34,054672;34,061468;66,545865;25,698881;77,040137;32,440994;
15/10/2020 15:22:15,628;39,450556;17,282516;34,060833;34,067168;66,545865;25,75032;77,091579;32,646779;
15/10/2020 15:22:16,627;39,453333;17,283283;34,062373;34,069787;66,494422;25,75032;76,834367;32,543886;
15/10/2020 15:22:17,628;39,453641;17,284049;34,066224;34,072252;66,700195;25,75032;76,937252;32,543886;
15/10/2020 15:22:18,627;39,457036;17,285582;34,068227;34,073484;66,751638;25,596003;76,834367;32,49244;
15/10/2020 15:22:19,627;39,45935;17,285735;34,070383;34,075795;66,700195;25,75032;76,88581;32,595332;
15/10/2020 15:22:20,627;39,460739;17,288495;34,069613;34,078876;66,751638;25,596003;76,937252;32,49244;
15/10/2020 15:22:21,627;39,464133;17,290334;34,070999;34,080108;66,803081;25,698881;76,88581;32,543886;
15/10/2020 15:22:22,627;39,465676;17,291407;34,070999;34,079492;67,26607;25,698881;76,988694;32,698225;
15/10/2020 15:22:23,626;39,469687;17,2934;34,071153;34,080416;67,317514;25,698881;76,834367;32,543886;
15/10/2020 15:22:24,627;39,470767;17,297079;34,069151;34,079954;67,26607;25,698881;76,834367;32,440994;
15/10/2020 15:22:25,627;39,472618;17,297539;34,068843;34,078568;67,368957;25,75032;76,988694;32,595332;
15/10/2020 15:22:26,626;39,476476;17,299225;34,067611;34,07749;67,471843;25,75032;76,88581;32,543886;
15/10/2020 15:22:27,881;39,480487;17,303824;34,064222;34,075641;67,4204;25,75032;76,988694;32,595332;
15/10/2020 15:22:28,627;39,482956;17,30551;34,062836;34,072406;67,57473;25,698881;76,937252;32,49244;
15/10/2020 15:22:29,628;39,48419;17,306736;34,061911;34,073638;67,523286;25,647442;76,937252;32,543886;
15/10/2020 15:22:30,627;39,487276;17,310108;34,062682;34,073022;67,57473;25,75032;76,88581;32,49244;
15/10/2020 15:22:31,627;39,489127;17,311641;34,061449;34,07256;67,523286;25,75032;76,988694;32,543886;
15/10/2020 15:22:32,626;39,491287;17,312714;34,060371;34,071636;67,57473;25,75032;76,834367;32,595332;
15/10/2020 15:22:33,628;39,493293;17,314554;34,060525;34,069787;67,471843;25,75032;76,88581;32,543886;
15/10/2020 15:22:34,627;39,495453;17,315167;34,059909;34,069633;67,4204;25,596003;76,937252;32,543886;
15/10/2020 15:22:35,626;39,497613;17,316547;34,060217;34,072098;67,4204;25,75032;76,937252;32,543886;
15/10/2020 15:22:36,627;39,498538;17,320072;34,061911;34,071174;67,471843;25,801759;76,88581;32,543886;
15/10/2020 15:22:37,627;39,503938;17,319919;34,062373;34,072714;67,523286;25,75032;76,937252;32,595332;
15/10/2020 15:22:38,626;39,505018;17,321912;34,063298;34,072868;67,317514;25,75032;76,88581;32,646779;
15/10/2020 15:22:39,628;39,507796;17,323138;34,063606;34,074255;67,368957;25,698881;76,834367;32,543886;
15/10/2020 15:22:40,628;39,508721;17,325131;34,064838;34,074563;67,368957;25,698881;76,88581;32,49244;
15/10/2020 15:22:41,627;39,513196;17,332029;34,066532;34,078106;67,368957;25,75032;76,988694;32,595332;
15/10/2020 15:22:42,627;39,51443;17,334175;34,068381;34,080725;67,4204;25,75032;76,937252;32,646779;
15/10/2020 15:22:43,627;39,519213;17,337241;34,069921;34,083035;67,471843;25,801759;76,834367;32,543886;
15/10/2020 15:22:44,627;39,523379;17,339847;34,070229;34,085962;67,4204;25,647442;76,88581;32,595332;
15/10/2020 15:22:45,627;39,525076;17,344752;34,077315;34,089505;67,368957;25,801759;76,834367;32,801117;
15/10/2020 15:22:46,627;39,52847;17,346898;34,078701;34,089659;67,26607;25,75032;76,834367;32,543886;
15/10/2020 15:22:47,627;39,530167;17,346898;34,081166;34,093511;67,317514;25,698881;76,88581;32,543886;
15/10/2020 15:22:48,627;39,53279;17,348431;34,083168;34,094589;67,26607;25,75032;76,834367;32,595332;
15/10/2020 15:22:49,627;39,533407;17,351957;34,089022;34,102137;67,111741;25,75032;76,834367;32,49244;
15/10/2020 15:22:50,627;39,548065;17,353183;34,091794;34,105835;66,957411;25,698881;76,988694;32,646779;
15/10/2020 15:22:51,627;39,547448;17,35211;34,092872;34,106451;66,854525;25,75032;77,091579;32,595332;
15/10/2020 15:22:52,627;39,54683;17,349504;34,093026;34,107067;66,905968;25,75032;76,937252;32,49244;
15/10/2020 15:22:53,627;39,548219;17,35119;34,093797;34,106605;66,854525;25,801759;77,194463;32,543886;
15/10/2020 15:22:54,628;39,551768;17,350884;34,096261;34,10907;66,905968;25,75032;77,091579;32,595332;
15/10/2020 15:22:55,627;39,553619;17,35211;34,097031;34,111072;66,751638;25,698881;76,834367;32,543886;
15/10/2020 15:22:56,627;39,55223;17,351803;34,09965;34,112921;66,854525;25,75032;76,937252;32,595332;
15/10/2020 15:22:57,627;39,552693;17,35257;34,100882;34,115694;66,905968;25,75032;76,88581;32,595332;
15/10/2020 15:22:58,627;39,550379;17,35073;34,10689;34,123551;66,751638;25,801759;76,88581;32,543886;
15/10/2020 15:22:59,627;39,549608;17,350117;34,109816;34,128326;66,957411;25,801759;76,88581;32,543886;
15/10/2020 15:23:00,627;39,550842;17,349044;34,113051;34,134488;66,905968;25,75032;76,88581;32,646779;
15/10/2020 15:23:01,627;39,552076;17,350577;34,115824;34,138339;66,854525;25,698881;76,834367;32,646779;
15/10/2020 15:23:02,627;39,549608;17,34981;34,123526;34,147737;66,905968;25,801759;76,731483;32,543886;
15/10/2020 15:23:03,627;39,55115;17,349657;34,124142;34,150356;67,163184;25,75032;76,834367;32,543886;
15/10/2020 15:23:04,627;39,548528;17,350117;34,127685;34,15128;66,803081;25,853198;76,731483;32,595332;
15/10/2020 15:23:05,627;39,551305;17,347818;34,129533;34,151896;66,700195;25,75032;76,628598;32,595332;
