Time;Hora;Tempo (min);PT100 1 [ºC];PT100 2 [ºC];PT100 3 [ºC];PT100 4 [ºC];Umidade 1 [%];Temp. TH 1 [ºC];Umidade 2 [%];Temp. TH 2 [ºC];
18/08/2020 15:39:37,064;15:39:37;50,05;34,596908;-48,012964;33,792054;31,307909;78,017703;20,966491;84,139175;28,685429;
18/08/2020 15:39:38,065;15:39:38;50,07;34,595522;-48,017024;33,792054;31,307602;77,863374;21,01793;83,984848;28,736875;
18/08/2020 15:39:39,064;15:39:39;50,08;34,595368;-48,013866;33,789281;31,307294;78,017703;21,01793;84,036291;28,633983;
18/08/2020 15:39:40,064;15:39:40;50,10;34,593519;-48,028001;33,791592;31,307755;77,96626;20,966491;84,087733;28,582537;
18/08/2020 15:39:41,064;15:39:41;50,12;34,592903;-48,022136;33,789743;31,308217;78,017703;21,01793;84,24206;28,633983;
18/08/2020 15:39:42,065;15:39:42;50,13;34,592595;-48,02785;33,788665;31,307909;77,96626;20,966491;84,036291;28,633983;
18/08/2020 15:39:43,065;15:39:43;50,15;34,591054;-48,013565;33,788357;31,307909;77,96626;20,915052;84,139175;28,633983;
18/08/2020 15:39:44,064;15:39:44;50,17;34,591054;-48,021836;33,788357;31,307909;77,96626;20,966491;84,087733;28,685429;
18/08/2020 15:39:45,064;15:39:45;50,18;34,59013;-48,029956;33,788511;31,305908;77,96626;21,01793;84,087733;28,736875;
18/08/2020 15:39:46,064;15:39:46;50,20;34,59013;-48,030707;33,787741;31,306062;78,069147;21,01793;84,190618;28,685429;
18/08/2020 15:39:47,064;15:39:47;50,22;34,589051;-48,017174;33,786509;31,304061;77,914817;21,01793;84,087733;28,633983;
18/08/2020 15:39:48,065;15:39:48;50,23;34,587819;-48,021836;33,786509;31,302214;77,914817;21,06937;84,139175;28,736875;
18/08/2020 15:39:49,064;15:39:49;50,25;34,587819;-48,028753;33,784815;31,301291;77,863374;21,06937;84,036291;28,582537;
18/08/2020 15:39:50,064;15:39:50;50,27;34,587665;-48,036722;33,785123;31,299752;77,96626;21,01793;84,139175;28,633983;
18/08/2020 15:39:51,064;15:39:51;50,28;34,587665;-48,033715;33,783274;31,296981;78,017703;21,06937;84,24206;28,633983;
18/08/2020 15:39:52,064;15:39:52;50,30;34,586432;-48,031159;33,783274;31,295442;77,863374;20,966491;84,036291;28,736875;
18/08/2020 15:39:53,065;15:39:53;50,32;34,586278;-48,025144;33,78312;31,294826;77,914817;21,01793;84,139175;28,788321;
18/08/2020 15:39:54,064;15:39:54;50,33;34,585662;-48,018076;33,78312;31,294364;77,96626;21,01793;84,087733;28,685429;
18/08/2020 15:39:55,064;15:39:55;50,35;34,586741;-48,017024;33,782966;31,293903;77,760487;20,966491;84,139175;28,633983;
18/08/2020 15:39:56,064;15:39:56;50,37;34,585354;-48,025294;33,784199;31,291748;77,81193;20,966491;84,190618;28,582537;
18/08/2020 15:39:57,064;15:39:57;50,38;34,584584;-48,017475;33,784353;31,292056;77,81193;21,01793;84,087733;28,633983;
18/08/2020 15:39:58,065;15:39:58;50,40;34,583813;-48,011159;33,785431;31,293287;77,96626;21,01793;84,190618;28,736875;
18/08/2020 15:39:59,065;15:39:59;50,42;34,584584;-48,022437;33,786971;31,292209;77,81193;21,01793;84,190618;28,582537;
18/08/2020 15:40:00,064;15:40:00;50,43;34,583197;-48,030557;33,790205;31,296519;77,914817;21,01793;84,087733;28,685429;
18/08/2020 15:40:01,065;15:40:01;50,45;34,58443;-48,014618;33,790514;31,300059;77,96626;20,966491;84,139175;28,788321;
18/08/2020 15:40:02,064;15:40:02;50,47;34,582427;-48,029505;33,793286;31,302368;77,914817;20,966491;84,036291;28,633983;
18/08/2020 15:40:03,064;15:40:03;50,48;34,582735;-48,025896;33,795442;31,304985;77,863374;21,01793;84,087733;28,685429;
18/08/2020 15:40:04,064;15:40:04;50,50;34,583967;-48,031309;33,800679;31,310834;77,863374;21,01793;84,190618;28,633983;
18/08/2020 15:40:05,065;15:40:05;50,52;34,582735;-48,029354;33,802527;31,314066;77,863374;21,01793;84,139175;28,736875;
18/08/2020 15:40:06,064;15:40:06;50,53;34,583043;-48,016573;33,805146;31,317606;77,863374;20,966491;84,190618;28,685429;
18/08/2020 15:40:07,065;15:40:07;50,55;34,582889;-48,013415;33,807764;31,321301;77,863374;21,01793;84,087733;28,685429;
18/08/2020 15:40:08,064;15:40:08;50,57;34,583197;-48,013716;33,808842;31,323609;77,863374;20,863613;84,139175;28,685429;
18/08/2020 15:40:09,064;15:40:09;50,58;34,583351;-48,042436;33,814695;31,329305;77,863374;20,966491;84,139175;28,685429;
18/08/2020 15:40:10,065;15:40:10;50,60;34,583351;-48,05191;33,815465;31,331921;77,81193;21,01793;84,087733;28,736875;
18/08/2020 15:40:11,064;15:40:11;50,62;34,584276;-48,048752;33,817622;31,335;77,863374;20,966491;84,139175;28,685429;
18/08/2020 15:40:12,064;15:40:12;50,63;34,585046;-48,043188;33,819778;31,337463;77,863374;20,966491;84,036291;28,582537;
18/08/2020 15:40:13,064;15:40:13;50,65;34,585508;-48,045594;33,821318;31,343004;77,914817;20,966491;84,190618;28,633983;
18/08/2020 15:40:14,064;15:40:14;50,67;34,584738;-48,044993;33,824553;31,347468;77,863374;20,966491;84,087733;28,633983;
18/08/2020 15:40:15,064;15:40:15;50,68;34,585354;-48,044993;33,825477;31,347621;77,96626;20,966491;84,087733;28,633983;
18/08/2020 15:40:16,065;15:40:16;50,70;34,586278;-48,043639;33,826247;31,351008;77,914817;21,06937;84,139175;28,633983;
18/08/2020 15:40:17,064;15:40:17;50,72;34,587203;-48,038978;33,828865;31,352701;77,96626;21,120809;84,139175;28,685429;
18/08/2020 15:40:18,064;15:40:18;50,73;34,587511;-48,047549;33,830559;31,354856;77,914817;21,01793;84,190618;28,685429;
18/08/2020 15:40:19,064;15:40:19;50,75;34,587049;-48,046196;33,830251;31,356703;77,81193;21,01793;84,139175;28,531091;
18/08/2020 15:40:20,064;15:40:20;50,77;34,587357;-48,012513;33,831176;31,358704;77,863374;20,966491;84,087733;28,685429;
18/08/2020 15:40:21,065;15:40:21;50,78;34,587665;-48,024242;33,833948;31,36209;77,81193;20,863613;84,139175;28,633983;
18/08/2020 15:40:22,064;15:40:22;50,80;34,589205;-48,024843;33,836258;31,363168;77,863374;20,966491;84,139175;28,582537;
18/08/2020 15:40:23,065;15:40:23;50,82;34,587665;-48,006498;33,83672;31,367632;77,914817;20,966491;84,087733;28,685429;
18/08/2020 15:40:24,065;15:40:24;50,83;34,587049;-48,006347;33,838261;31,368093;77,914817;20,915052;84,190618;28,531091;
18/08/2020 15:40:25,063;15:40:25;50,85;34,589976;-48,004242;33,837953;31,371326;77,81193;20,966491;84,139175;28,736875;
18/08/2020 15:40:26,064;15:40:26;50,87;34,588589;-48,012663;33,841495;31,374096;77,96626;20,966491;84,190618;28,736875;
18/08/2020 15:40:27,064;15:40:27;50,88;34,589668;-48,0074;33,842419;31,376405;77,863374;20,966491;84,139175;28,582537;
18/08/2020 15:40:28,064;15:40:28;50,90;34,589051;-48,015971;33,8455;31,376867;78,12059;21,06937;84,087733;28,685429;
18/08/2020 15:40:29,064;15:40:29;50,92;34,59013;-48,034918;33,84627;31,377945;78,017703;21,01793;84,190618;28,582537;
18/08/2020 15:40:30,063;15:40:30;50,93;34,590592;-48,006949;33,848272;31,379484;77,81193;21,06937;84,139175;28,685429;
18/08/2020 15:40:31,064;15:40:31;50,95;34,59167;-48,00334;33,851353;31,379176;78,017703;21,06937;84,190618;28,736875;
18/08/2020 15:40:32,065;15:40:32;50,97;34,589668;-48,005595;33,850275;31,380253;77,914817;21,01793;84,139175;28,633983;
18/08/2020 15:40:33,064;15:40:33;50,98;34,590284;-48,00334;33,851969;31,380407;77,81193;20,966491;84,087733;28,633983;
18/08/2020 15:40:34,064;15:40:34;51,00;34,590746;-48,006347;33,854587;31,381947;77,81193;20,966491;84,190618;28,633983;
18/08/2020 15:40:35,064;15:40:35;51,02;34,591516;-48,000784;33,854125;31,383178;77,760487;21,01793;84,139175;28,633983;
18/08/2020 15:40:36,064;15:40:36;51,03;34,5909;-48,011009;33,855974;31,382562;77,863374;21,01793;84,139175;28,685429;
18/08/2020 15:40:37,064;15:40:37;51,05;34,590592;-48,009956;33,856282;31,38364;77,863374;21,01793;84,087733;28,531091;
18/08/2020 15:40:38,064;15:40:38;51,07;34,589514;-47,989355;33,858592;31,384871;77,863374;21,01793;83,984848;28,736875;
18/08/2020 15:40:39,064;15:40:39;51,08;34,589051;-48,002738;33,859362;31,385641;77,81193;20,966491;84,190618;28,685429;
18/08/2020 15:40:40,064;15:40:40;51,10;34,587973;-48,001686;33,859054;31,386103;77,81193;21,01793;84,036291;28,685429;
18/08/2020 15:40:41,063;15:40:41;51,12;34,588435;-48,012813;33,861672;31,386103;77,81193;20,966491;84,087733;28,685429;
18/08/2020 15:40:42,064;15:40:42;51,13;34,588589;-48,01161;33,861826;31,387796;77,863374;20,966491;84,24206;28,633983;
18/08/2020 15:40:43,064;15:40:43;51,15;34,586895;-48,014167;33,865831;31,393491;77,863374;20,966491;84,139175;28,633983;
18/08/2020 15:40:44,064;15:40:44;51,17;34,587665;-48,010257;33,86922;31,394107;77,914817;20,966491;84,190618;28,685429;
18/08/2020 15:40:45,064;15:40:45;51,18;34,585662;-48,014167;33,873224;31,395954;78,069147;21,06937;84,087733;28,633983;
18/08/2020 15:40:46,063;15:40:46;51,20;34,586586;-48,012513;33,874611;31,399032;77,914817;21,01793;84,139175;28,633983;
18/08/2020 15:40:47,064;15:40:47;51,22;34,586124;-48,013264;33,881696;31,404728;77,863374;21,01793;84,036291;28,633983;
18/08/2020 15:40:48,064;15:40:48;51,23;34,585816;-48,014467;33,884314;31,406729;77,81193;21,01793;84,087733;28,582537;
18/08/2020 15:40:49,064;15:40:49;51,25;34,584584;-48,014167;33,886471;31,409038;77,863374;20,966491;84,24206;28,736875;
18/08/2020 15:40:50,064;15:40:50;51,27;34,584121;-48,014016;33,886933;31,410423;77,81193;20,966491;84,087733;28,685429;
18/08/2020 15:40:51,063;15:40:51;51,28;34,583197;-48,015219;33,889397;31,412424;77,863374;21,01793;84,087733;28,685429;
18/08/2020 15:40:52,064;15:40:52;51,30;34,583043;-48,016272;33,890937;31,413963;77,81193;21,01793;84,190618;28,633983;
18/08/2020 15:40:53,063;15:40:53;51,32;34,582735;-48,011159;33,890475;31,416734;77,914817;20,966491;84,087733;28,736875;
18/08/2020 15:40:54,063;15:40:54;51,33;34,580116;-48,01537;33,893248;31,419351;77,81193;20,966491;84,190618;28,633983;
18/08/2020 15:40:55,064;15:40:55;51,35;34,581965;-48,008001;33,894942;31,420428;77,81193;20,966491;84,087733;28,736875;
18/08/2020 15:40:56,065;15:40:56;51,37;34,581657;-48,01146;33,893402;31,421813;77,81193;20,966491;84,139175;28,685429;
18/08/2020 15:40:57,065;15:40:57;51,38;34,580116;-48,011911;33,894018;31,422275;77,863374;21,06937;84,087733;28,633983;
18/08/2020 15:40:58,065;15:40:58;51,40;34,579808;-48,012362;33,894788;31,422275;77,863374;21,01793;84,139175;28,685429;
18/08/2020 15:40:59,063;15:40:59;51,42;34,580886;-48,014919;33,895712;31,422121;77,863374;20,966491;84,139175;28,685429;
18/08/2020 15:41:00,064;15:41:00;51,43;34,578883;-48,008753;33,894018;31,422275;77,96626;21,01793;84,036291;28,685429;
18/08/2020 15:41:01,065;15:41:01;51,45;34,578267;-48,004994;33,894018;31,420274;77,96626;21,01793;84,139175;28,685429;
18/08/2020 15:41:02,064;15:41:02;51,47;34,578883;-48,006498;33,894326;31,419197;77,914817;21,01793;84,139175;28,685429;
18/08/2020 15:41:03,063;15:41:03;51,48;34,578267;-48,000483;33,893556;31,420582;77,863374;21,01793;83,984848;28,685429;
18/08/2020 15:41:04,065;15:41:04;51,50;34,579038;-48,010107;33,894018;31,41735;77,863374;21,06937;84,190618;28,685429;
18/08/2020 15:41:05,065;15:41:05;51,52;34,578729;-48,014467;33,893864;31,416272;77,81193;21,01793;84,139175;28,685429;
18/08/2020 15:41:06,064;15:41:06;51,53;34,5795;-47,999881;33,893556;31,416734;77,863374;21,01793;84,190618;28,685429;
18/08/2020 15:41:07,065;15:41:07;51,55;34,578267;-48,005896;33,892324;31,416888;77,914817;21,06937;84,139175;28,633983;
18/08/2020 15:41:08,063;15:41:08;51,57;34,577959;-48,009806;33,89217;31,417042;77,81193;21,01793;84,087733;28,633983;
18/08/2020 15:41:09,063;15:41:09;51,58;34,576264;-48,012813;33,891399;31,419658;77,863374;20,966491;84,139175;28,685429;
18/08/2020 15:41:10,064;15:41:10;51,60;34,577497;-48,016723;33,891091;31,419043;77,914817;20,966491;84,139175;28,633983;
18/08/2020 15:41:11,064;15:41:11;51,62;34,576419;-48,008001;33,892786;31,418889;77,914817;20,915052;84,139175;28,685429;
18/08/2020 15:41:12,064;15:41:12;51,63;34,576419;-48,015821;33,890475;31,418119;77,863374;21,01793;84,139175;28,633983;
18/08/2020 15:41:13,064;15:41:13;51,65;34,575956;-48,016122;33,888935;31,417657;77,81193;21,06937;84,036291;28,685429;
18/08/2020 15:41:14,064;15:41:14;51,67;34,575802;-48,014618;33,888935;31,417196;77,81193;21,06937;84,139175;28,633983;
18/08/2020 15:41:15,063;15:41:15;51,68;34,576264;-48,012362;33,890321;31,415502;77,96626;21,01793;84,036291;28,633983;
18/08/2020 15:41:16,063;15:41:16;51,70;34,575494;-48,010859;33,888627;31,415041;78,017703;21,01793;84,139175;28,736875;
18/08/2020 15:41:17,063;15:41:17;51,72;34,575494;-48,015821;33,890167;31,415195;78,017703;21,06937;84,139175;28,633983;
18/08/2020 15:41:18,065;15:41:18;51,73;34,574108;-48,008302;33,889859;31,414887;78,069147;21,01793;84,036291;28,633983;
18/08/2020 15:41:19,063;15:41:19;51,75;34,575802;-48,009505;33,892478;31,41581;77,96626;21,01793;84,190618;28,736875;
18/08/2020 15:41:20,063;15:41:20;51,77;34,575032;-48,013264;33,890783;31,415348;78,017703;21,01793;84,087733;28,633983;
18/08/2020 15:41:21,065;15:41:21;51,78;34,576881;-48,008152;33,891553;31,416272;78,017703;21,120809;84,190618;28,736875;
18/08/2020 15:41:22,063;15:41:22;51,80;34,575802;-47,998077;33,891862;31,416272;77,863374;21,01793;84,139175;28,633983;
18/08/2020 15:41:23,064;15:41:23;51,82;34,576419;-48,00319;33,890937;31,416734;77,81193;20,966491;84,087733;28,685429;
18/08/2020 15:41:24,063;15:41:24;51,83;34,576573;-47,99913;33,891245;31,416888;78,017703;20,966491;84,190618;28,736875;
18/08/2020 15:41:25,065;15:41:25;51,85;34,576264;-48,006498;33,890167;31,417811;78,017703;21,01793;84,139175;28,633983;
18/08/2020 15:41:26,065;15:41:26;51,87;34,574878;-48,01567;33,891245;31,41581;77,96626;21,01793;84,139175;28,736875;
18/08/2020 15:41:27,063;15:41:27;51,88;34,575494;-48,015219;33,891862;31,415041;77,81193;20,966491;84,293502;28,685429;
18/08/2020 15:41:28,064;15:41:28;51,90;34,574416;-48,016573;33,890937;31,414271;77,863374;21,06937;84,190618;28,685429;
18/08/2020 15:41:29,063;15:41:29;51,92;34,57534;-48,021986;33,891553;31,414579;78,017703;21,06937;84,293502;28,633983;
18/08/2020 15:41:30,063;15:41:30;51,93;34,57457;-48,01567;33,889397;31,413655;77,914817;21,01793;84,139175;28,685429;
18/08/2020 15:41:31,064;15:41:31;51,95;34,574878;-48,021384;33,890013;31,412116;77,914817;21,120809;84,036291;28,891213;
18/08/2020 15:41:32,063;15:41:32;51,97;34,574108;-48,020332;33,890013;31,410269;77,914817;20,915052;84,293502;28,685429;
18/08/2020 15:41:33,064;15:41:33;51,98;34,573337;-48,01958;33,888011;31,411346;77,863374;21,01793;84,24206;28,736875;
18/08/2020 15:41:34,063;15:41:34;52,00;34,572875;-48,015821;33,888165;31,406883;77,81193;20,966491;84,24206;28,736875;
18/08/2020 15:41:35,064;15:41:35;52,02;34,574724;-48,020182;33,888319;31,406267;77,81193;21,06937;84,24206;28,685429;
18/08/2020 15:41:36,064;15:41:36;52,03;34,5738;-48,01567;33,887087;31,405189;77,81193;20,966491;84,293502;28,736875;
18/08/2020 15:41:37,064;15:41:37;52,05;34,572259;-48,014768;33,887087;31,404728;77,81193;21,06937;84,293502;28,685429;
18/08/2020 15:41:38,064;15:41:38;52,07;34,572567;-48,014618;33,889089;31,404266;77,81193;21,01793;84,24206;28,685429;
18/08/2020 15:41:39,063;15:41:39;52,08;34,573645;-48,011159;33,888781;31,405651;77,863374;21,06937;84,293502;28,685429;
18/08/2020 15:41:40,064;15:41:40;52,10;34,573337;-48,010708;33,887703;31,403804;77,863374;21,06937;84,396387;28,685429;
18/08/2020 15:41:41,063;15:41:41;52,12;34,572567;-48,012362;33,888935;31,40442;77,863374;20,966491;84,24206;28,685429;
18/08/2020 15:41:42,064;15:41:42;52,13;34,573491;-48,011911;33,888319;31,404728;77,96626;20,863613;84,24206;28,685429;
18/08/2020 15:41:43,063;15:41:43;52,15;34,57457;-48,01146;33,888781;31,40365;77,863374;21,01793;84,293502;28,685429;
18/08/2020 15:41:44,063;15:41:44;52,17;34,573337;-48,000934;33,889551;31,404728;77,914817;21,06937;84,293502;28,788321;
18/08/2020 15:41:45,063;15:41:45;52,18;34,573183;-48,014467;33,888781;31,403958;77,863374;21,01793;84,139175;28,633983;
18/08/2020 15:41:46,063;15:41:46;52,20;34,574108;-48,015219;33,887703;31,404266;77,863374;21,06937;84,293502;28,685429;
18/08/2020 15:41:47,063;15:41:47;52,22;34,57457;-48,006949;33,888319;31,403342;77,914817;21,06937;84,24206;28,479644;
18/08/2020 15:41:48,064;15:41:48;52,23;34,575032;-48,004994;33,890321;31,403188;77,863374;21,06937;84,293502;28,685429;
18/08/2020 15:41:49,063;15:41:49;52,25;34,575956;-47,990709;33,890475;31,40365;77,863374;20,966491;84,293502;28,736875;
18/08/2020 15:41:50,063;15:41:50;52,27;34,575648;-47,9871;33,891091;31,40288;77,863374;21,06937;84,24206;28,633983;
18/08/2020 15:41:51,065;15:41:51;52,28;34,577035;-47,996874;33,890013;31,400725;77,81193;21,01793;84,190618;28,685429;
18/08/2020 15:41:52,064;15:41:52;52,30;34,576881;-47,996874;33,890629;31,399802;77,863374;21,06937;84,344945;28,685429;
18/08/2020 15:41:53,063;15:41:53;52,32;34,575802;-47,987701;33,888165;31,398263;77,863374;20,966491;84,24206;28,685429;
18/08/2020 15:41:54,064;15:41:54;52,33;34,577343;-47,990258;33,888473;31,397647;77,760487;20,966491;84,344945;28,685429;
18/08/2020 15:41:55,063;15:41:55;52,35;34,578267;-47,991009;33,886471;31,396262;77,760487;20,915052;84,24206;28,685429;
18/08/2020 15:41:56,064;15:41:56;52,37;34,576881;-47,992062;33,887395;31,396877;77,863374;21,01793;84,293502;28,633983;
18/08/2020 15:41:57,065;15:41:57;52,38;34,577497;-47,988754;33,885392;31,396723;77,863374;20,966491;84,24206;28,736875;
18/08/2020 15:41:58,063;15:41:58;52,40;34,577805;-47,982288;33,885238;31,395646;77,863374;20,966491;84,24206;28,685429;
18/08/2020 15:41:59,065;15:41:59;52,42;34,577035;-47,985295;33,883236;31,395184;77,914817;21,01793;84,344945;28,633983;
18/08/2020 15:42:00,064;15:42:00;52,43;34,579192;-47,986498;33,883236;31,392413;77,96626;21,01793;84,190618;28,685429;
18/08/2020 15:42:01,064;15:42:01;52,45;34,578267;-47,986799;33,882466;31,391952;77,914817;21,01793;84,24206;28,736875;
18/08/2020 15:42:02,063;15:42:02;52,47;34,578883;-47,983491;33,880156;31,389643;77,914817;21,01793;84,190618;28,633983;
18/08/2020 15:42:03,063;15:42:03;52,48;34,577497;-47,983942;33,880156;31,386718;77,863374;21,06937;84,24206;28,633983;
18/08/2020 15:42:04,063;15:42:04;52,50;34,5795;-47,981085;33,878923;31,380561;77,914817;21,01793;84,293502;28,685429;
18/08/2020 15:42:05,063;15:42:05;52,52;34,578729;-47,97913;33,879539;31,376867;77,863374;21,06937;84,190618;28,633983;
18/08/2020 15:42:06,064;15:42:06;52,53;34,579192;-47,976123;33,875843;31,375636;77,81193;21,01793;84,293502;28,633983;
18/08/2020 15:42:07,063;15:42:07;52,55;34,577959;-47,977175;33,877229;31,36994;77,914817;21,01793;84,293502;28,633983;
18/08/2020 15:42:08,063;15:42:08;52,57;34,577343;-47,973115;33,875689;31,365169;77,81193;21,06937;84,293502;28,685429;
18/08/2020 15:42:09,063;15:42:09;52,58;34,576881;-47,978679;33,877229;31,365323;77,863374;21,01793;84,24206;28,736875;
18/08/2020 15:42:10,063;15:42:10;52,60;34,577189;-47,981686;33,876767;31,364707;77,81193;21,01793;84,190618;28,685429;
18/08/2020 15:42:11,064;15:42:11;52,62;34,576573;-47,98304;33,878923;31,367324;77,81193;20,966491;84,24206;28,685429;
18/08/2020 15:42:12,064;15:42:12;52,63;34,576573;-47,975371;33,882158;31,36994;77,863374;21,01793;84,190618;28,685429;
18/08/2020 15:42:13,063;15:42:13;52,65;34,57611;-47,971762;33,881542;31,370556;77,863374;21,01793;84,24206;28,788321;
18/08/2020 15:42:14,063;15:42:14;52,67;34,577805;-47,978228;33,884006;31,371326;77,863374;21,01793;84,344945;28,633983;
18/08/2020 15:42:15,063;15:42:15;52,68;34,576264;-47,984844;33,884006;31,373635;77,863374;21,06937;84,24206;28,736875;
18/08/2020 15:42:16,063;15:42:16;52,70;34,57534;-48,005595;33,887395;31,37933;77,863374;21,06937;84,24206;28,736875;
18/08/2020 15:42:17,063;15:42:17;52,72;34,575956;-48,004994;33,888781;31,381485;77,914817;21,06937;84,24206;28,633983;
18/08/2020 15:42:18,063;15:42:18;52,73;34,575802;-48,005746;33,888781;31,381947;77,81193;21,01793;84,24206;28,736875;
18/08/2020 15:42:19,063;15:42:19;52,75;34,575956;-48,008603;33,891553;31,383178;77,96626;21,06937;84,24206;28,685429;
18/08/2020 15:42:20,063;15:42:20;52,77;34,575648;-48,007851;33,890321;31,385179;77,760487;21,06937;84,293502;28,685429;
18/08/2020 15:42:21,063;15:42:21;52,78;34,575494;-48,015219;33,89294;31,389335;77,863374;21,06937;84,396387;28,685429;
18/08/2020 15:42:22,064;15:42:22;52,80;34,575802;-48,007701;33,89679;31,39149;77,914817;21,01793;84,24206;28,633983;
18/08/2020 15:42:23,063;15:42:23;52,82;34,574416;-48,008753;33,898331;31,392567;77,81193;21,01793;84,24206;28,685429;
