Time;Hora;Tempo (min);PT100 1 [ºC];PT100 2 [ºC];PT100 3 [ºC];PT100 4 [ºC];Umidade 1 [%];Temp. TH 1 [ºC];Umidade 2 [%];Temp. TH 2 [ºC];
18/08/2020 15:29:14,070;15:29:14;39,67;34,503241;-48,403757;33,927134;31,41304;77,863374;20,915052;83,727637;28,685429;
18/08/2020 15:29:15,070;15:29:15;39,68;34,503549;-48,390676;33,92775;31,413501;77,914817;20,966491;83,624752;28,736875;
18/08/2020 15:29:16,070;15:29:16;39,70;34,502625;-48,406764;33,929598;31,415041;77,863374;20,915052;83,727637;28,788321;
18/08/2020 15:29:17,071;15:29:17;39,72;34,502625;-48,400599;33,92929;31,415041;77,863374;20,915052;83,676195;28,736875;
18/08/2020 15:29:18,069;15:29:18;39,73;34,503395;-48,394585;33,931293;31,415195;77,96626;21,01793;83,779079;28,736875;
18/08/2020 15:29:19,070;15:29:19;39,75;34,504165;-48,390977;33,931909;31,414117;77,914817;20,966491;83,727637;28,736875;
18/08/2020 15:29:20,071;15:29:20;39,77;34,504011;-48,392931;33,931139;31,416888;77,914817;20,966491;83,676195;28,736875;
18/08/2020 15:29:21,070;15:29:21;39,78;34,504319;-48,393232;33,932679;31,417965;77,863374;21,01793;83,624752;28,788321;
18/08/2020 15:29:22,070;15:29:22;39,80;34,50509;-48,389774;33,933449;31,417965;77,863374;20,966491;83,727637;28,736875;
18/08/2020 15:29:23,070;15:29:23;39,82;34,505244;-48,393382;33,934065;31,418119;77,81193;20,966491;83,676195;28,685429;
18/08/2020 15:29:24,070;15:29:24;39,83;34,504782;-48,39233;33,933757;31,418119;77,914817;20,915052;83,676195;28,736875;
18/08/2020 15:29:25,071;15:29:25;39,85;34,50586;-48,390225;33,934681;31,419505;77,863374;20,915052;83,727637;28,685429;
18/08/2020 15:29:26,070;15:29:26;39,87;34,505706;-48,398494;33,935605;31,419043;77,914817;20,966491;83,727637;28,582537;
18/08/2020 15:29:27,070;15:29:27;39,88;34,504936;-48,390676;33,935297;31,420428;77,96626;20,966491;83,676195;28,685429;
18/08/2020 15:29:28,071;15:29:28;39,90;34,505398;-48,391277;33,936376;31,418735;77,914817;21,01793;83,676195;28,788321;
18/08/2020 15:29:29,069;15:29:29;39,92;34,506014;-48,398494;33,935759;31,418889;77,863374;20,966491;83,676195;28,582537;
18/08/2020 15:29:30,070;15:29:30;39,93;34,507401;-48,390375;33,935451;31,417042;77,863374;20,966491;83,676195;28,788321;
18/08/2020 15:29:31,070;15:29:31;39,95;34,505706;-48,393382;33,934219;31,417042;77,914817;21,06937;83,676195;28,736875;
18/08/2020 15:29:32,071;15:29:32;39,97;34,505244;-48,39669;33,933757;31,415964;77,81193;20,966491;83,624752;28,685429;
18/08/2020 15:29:33,070;15:29:33;39,98;34,507709;-48,395638;33,930368;31,414117;77,760487;20,966491;83,676195;28,736875;
18/08/2020 15:29:34,069;15:29:34;40,00;34,507863;-48,391277;33,931139;31,414117;77,863374;20,915052;83,779079;28,685429;
18/08/2020 15:29:35,071;15:29:35;40,02;34,509403;-48,391277;33,930368;31,413655;77,863374;20,915052;83,676195;28,582537;
18/08/2020 15:29:36,070;15:29:36;40,03;34,506784;-48,381655;33,928058;31,414117;77,863374;20,915052;83,676195;28,736875;
18/08/2020 15:29:37,070;15:29:37;40,05;34,509095;-48,37955;33,929752;31,413501;77,863374;20,915052;83,624752;28,736875;
18/08/2020 15:29:38,070;15:29:38;40,07;34,510174;-48,386616;33,92852;31,412732;77,863374;20,966491;83,676195;28,685429;
18/08/2020 15:29:39,070;15:29:39;40,08;34,510636;-48,364965;33,927288;31,413963;77,914817;20,966491;83,624752;28,788321;
18/08/2020 15:29:40,071;15:29:40;40,10;34,510636;-48,381354;33,926518;31,412732;77,914817;20,966491;83,779079;28,736875;
18/08/2020 15:29:41,070;15:29:41;40,12;34,51233;-48,363161;33,926672;31,411654;77,863374;21,275126;83,624752;28,685429;
18/08/2020 15:29:42,070;15:29:42;40,13;34,514025;-48,376092;33,926056;31,410577;77,81193;20,915052;83,624752;28,685429;
18/08/2020 15:29:43,071;15:29:43;40,15;34,513563;-48,369476;33,924977;31,411346;77,81193;20,966491;83,779079;28,685429;
18/08/2020 15:29:44,070;15:29:44;40,17;34,514333;-48,367221;33,924823;31,410577;77,914817;20,915052;83,676195;28,736875;
18/08/2020 15:29:45,070;15:29:45;40,18;34,514641;-48,363612;33,924823;31,411346;77,81193;20,863613;83,676195;28,736875;
18/08/2020 15:29:46,070;15:29:46;40,20;34,517568;-48,384812;33,922821;31,411039;77,96626;20,966491;83,727637;28,685429;
18/08/2020 15:29:47,070;15:29:47;40,22;34,517876;-48,388571;33,921743;31,411192;77,863374;20,966491;83,624752;28,633983;
18/08/2020 15:29:48,071;15:29:48;40,23;34,519263;-48,381955;33,921127;31,4115;77,914817;20,915052;83,676195;28,736875;
18/08/2020 15:29:49,071;15:29:49;40,25;34,519879;-48,383008;33,923591;31,412424;77,863374;20,966491;83,779079;28,788321;
18/08/2020 15:29:50,070;15:29:50;40,27;34,521882;-48,384812;33,924977;31,41658;77,760487;20,966491;83,676195;28,736875;
18/08/2020 15:29:51,070;15:29:51;40,28;34,522652;-48,377595;33,925902;31,417042;77,863374;21,06937;83,727637;28,736875;
18/08/2020 15:29:52,070;15:29:52;40,30;34,523577;-48,384361;33,92621;31,418427;78,017703;20,812174;83,727637;28,736875;
18/08/2020 15:29:53,070;15:29:53;40,32;34,524039;-48,378347;33,92698;31,420736;77,914817;21,01793;83,727637;28,633983;
18/08/2020 15:29:54,070;15:29:54;40,33;34,523577;-48,381504;33,92775;31,422429;77,96626;20,966491;83,676195;28,736875;
18/08/2020 15:29:55,070;15:29:55;40,35;34,524963;-48,378798;33,929906;31,424738;78,017703;20,966491;83,779079;28,685429;
18/08/2020 15:29:56,070;15:29:56;40,37;34,525425;-48,372032;33,93006;31,424738;78,017703;20,915052;83,57331;28,685429;
18/08/2020 15:29:57,069;15:29:57;40,38;34,525271;-48,380452;33,931447;31,426123;78,017703;21,01793;83,727637;28,633983;
18/08/2020 15:29:58,071;15:29:58;40,40;34,525425;-48,379249;33,932679;31,426893;77,96626;21,01793;83,676195;28,685429;
18/08/2020 15:29:59,070;15:29:59;40,42;34,524963;-48,36707;33,934219;31,428586;77,863374;20,915052;83,676195;28,736875;
18/08/2020 15:30:00,070;15:30:00;40,43;34,522806;-48,378497;33,935913;31,431511;77,863374;21,01793;83,676195;28,788321;
18/08/2020 15:30:01,070;15:30:01;40,45;34,524655;-48,352636;33,9373;31,432896;77,863374;20,966491;83,676195;28,685429;
18/08/2020 15:30:02,070;15:30:02;40,47;34,524347;-48,351132;33,937146;31,434897;77,914817;21,06937;83,676195;28,685429;
18/08/2020 15:30:03,069;15:30:03;40,48;34,523885;-48,374438;33,939764;31,440746;77,914817;21,01793;83,676195;28,839767;
18/08/2020 15:30:04,070;15:30:04;40,50;34,523731;-48,367221;33,943153;31,441054;78,017703;21,01793;83,676195;28,633983;
18/08/2020 15:30:05,071;15:30:05;40,52;34,525117;-48,377445;33,943769;31,445672;77,863374;20,966491;83,676195;28,685429;
18/08/2020 15:30:06,070;15:30:06;40,53;34,524193;-48,365116;33,944231;31,446288;77,81193;20,863613;83,676195;28,788321;
18/08/2020 15:30:07,071;15:30:07;40,55;34,52296;-48,373535;33,946233;31,450136;77,863374;21,01793;83,676195;28,685429;
18/08/2020 15:30:08,070;15:30:08;40,57;34,523268;-48,367371;33,947312;31,452445;77,863374;21,06937;83,727637;28,788321;
18/08/2020 15:30:09,070;15:30:09;40,58;34,522498;-48,373084;33,950392;31,45383;77,863374;20,966491;83,779079;28,736875;
18/08/2020 15:30:10,070;15:30:10;40,60;34,522344;-48,374588;33,951008;31,455831;77,914817;21,01793;83,676195;28,685429;
18/08/2020 15:30:11,071;15:30:11;40,62;34,524193;-48,375791;33,951162;31,45891;77,914817;21,06937;83,727637;28,685429;
18/08/2020 15:30:12,070;15:30:12;40,63;34,524655;-48,347223;33,954551;31,464144;77,914817;21,01793;83,727637;28,788321;
18/08/2020 15:30:13,069;15:30:13;40,65;34,523577;-48,357447;33,955629;31,465221;77,863374;21,01793;83,727637;28,633983;
18/08/2020 15:30:14,069;15:30:14;40,67;34,52296;-48,363762;33,957324;31,467684;77,760487;20,966491;83,676195;28,736875;
18/08/2020 15:30:15,069;15:30:15;40,68;34,52219;-48,357297;33,958556;31,469531;77,81193;20,915052;83,727637;28,736875;
18/08/2020 15:30:16,070;15:30:16;40,70;34,519879;-48,346772;33,961944;31,473533;77,81193;20,915052;83,676195;28,633983;
18/08/2020 15:30:17,070;15:30:17;40,72;34,520804;-48,354741;33,961636;31,473687;77,81193;20,966491;83,676195;28,839767;
18/08/2020 15:30:18,071;15:30:18;40,73;34,52142;-48,363011;33,964563;31,473995;77,863374;20,915052;83,727637;28,736875;
18/08/2020 15:30:19,069;15:30:19;40,75;34,519109;-48,348426;33,966565;31,476766;77,863374;20,966491;83,676195;28,788321;
18/08/2020 15:30:20,070;15:30:20;40,77;34,518955;-48,368874;33,965487;31,47692;77,863374;21,120809;83,676195;28,736875;
18/08/2020 15:30:21,069;15:30:21;40,78;34,516644;-48,3797;33,966257;31,476304;77,914817;21,01793;83,676195;28,788321;
18/08/2020 15:30:22,070;15:30:22;40,80;34,51726;-48,366469;33,967027;31,477074;77,863374;20,915052;83,676195;28,736875;
18/08/2020 15:30:23,069;15:30:23;40,82;34,517414;-48,36271;33,968568;31,47692;77,81193;20,966491;83,624752;28,685429;
18/08/2020 15:30:24,070;15:30:24;40,83;34,516798;-48,354591;33,968722;31,475073;77,96626;21,01793;83,676195;28,736875;
18/08/2020 15:30:25,069;15:30:25;40,85;34,516336;-48,357898;33,96826;31,47692;77,81193;20,966491;83,727637;28,736875;
18/08/2020 15:30:26,069;15:30:26;40,87;34,517106;-48,356545;33,968876;31,47538;77,914817;20,915052;83,676195;28,736875;
18/08/2020 15:30:27,069;15:30:27;40,88;34,516028;-48,367972;33,968722;31,474765;77,81193;21,01793;83,676195;28,788321;
18/08/2020 15:30:28,071;15:30:28;40,90;34,516182;-48,368123;33,96826;31,475842;77,863374;20,915052;83,676195;28,685429;
18/08/2020 15:30:29,070;15:30:29;40,92;34,515566;-48,367672;33,967644;31,473071;77,863374;20,966491;83,624752;28,736875;
18/08/2020 15:30:30,070;15:30:30;40,93;34,51726;-48,364514;33,968568;31,473225;77,863374;20,966491;83,676195;28,736875;
18/08/2020 15:30:31,070;15:30:31;40,95;34,517106;-48,363913;33,968106;31,472302;77,914817;20,966491;83,727637;28,736875;
18/08/2020 15:30:32,070;15:30:32;40,97;34,517106;-48,352486;33,967952;31,472764;77,863374;21,01793;83,727637;28,736875;
18/08/2020 15:30:33,070;15:30:33;40,98;34,517568;-48,366769;33,965179;31,47184;77,914817;21,06937;83,676195;28,736875;
18/08/2020 15:30:34,070;15:30:34;41,00;34,516644;-48,340607;33,965487;31,470763;77,863374;20,966491;83,727637;28,736875;
18/08/2020 15:30:35,069;15:30:35;41,02;34,517414;-48,341359;33,965795;31,470147;77,863374;20,966491;83,676195;28,685429;
18/08/2020 15:30:36,071;15:30:36;41,03;34,517414;-48,3376;33,963639;31,469993;77,81193;20,966491;83,676195;28,736875;
18/08/2020 15:30:37,071;15:30:37;41,05;34,51803;-48,339555;33,962252;31,468608;77,81193;20,915052;83,727637;28,788321;
18/08/2020 15:30:38,069;15:30:38;41,07;34,517414;-48,335796;33,962561;31,467838;77,81193;20,915052;83,624752;28,685429;
18/08/2020 15:30:39,070;15:30:39;41,08;34,518801;-48,34572;33,959788;31,46753;77,863374;20,915052;83,676195;28,736875;
18/08/2020 15:30:40,069;15:30:40;41,10;34,518801;-48,344517;33,959788;31,46676;77,914817;20,915052;83,727637;28,685429;
18/08/2020 15:30:41,069;15:30:41;41,12;34,519571;-48,346622;33,958402;31,463066;77,914817;20,966491;83,727637;28,788321;
18/08/2020 15:30:42,070;15:30:42;41,13;34,518647;-48,350982;33,954551;31,457833;77,914817;21,01793;83,727637;28,736875;
18/08/2020 15:30:43,069;15:30:43;41,15;34,520495;-48,352937;33,953011;31,456447;77,863374;21,01793;83,727637;28,736875;
18/08/2020 15:30:44,070;15:30:44;41,17;34,520649;-48,336247;33,952241;31,453523;77,863374;21,01793;83,624752;28,685429;
18/08/2020 15:30:45,069;15:30:45;41,18;34,518801;-48,332789;33,951008;31,451214;77,81193;21,01793;83,830521;28,736875;
18/08/2020 15:30:46,069;15:30:46;41,20;34,521266;-48,353989;33,94762;31,446134;77,863374;21,01793;83,727637;28,685429;
18/08/2020 15:30:47,069;15:30:47;41,22;34,520649;-48,350832;33,945463;31,443363;77,914817;21,06937;83,676195;28,736875;
18/08/2020 15:30:48,069;15:30:48;41,23;34,521728;-48,353237;33,944539;31,44167;77,760487;20,966491;83,727637;28,736875;
18/08/2020 15:30:49,070;15:30:49;41,25;34,52219;-48,349779;33,942691;31,438438;77,863374;20,966491;83,676195;28,788321;
18/08/2020 15:30:50,069;15:30:50;41,27;34,523885;-48,352636;33,941304;31,437514;77,863374;20,915052;83,624752;28,633983;
18/08/2020 15:30:51,069;15:30:51;41,28;34,52219;-48,347073;33,940688;31,436744;77,81193;21,01793;83,676195;28,685429;
18/08/2020 15:30:52,069;15:30:52;41,30;34,523422;-48,348877;33,94038;31,436283;77,81193;21,01793;83,727637;28,736875;
18/08/2020 15:30:53,070;15:30:53;41,32;34,522652;-48,356696;33,940688;31,436744;77,863374;21,01793;83,676195;28,685429;
18/08/2020 15:30:54,069;15:30:54;41,33;34,524193;-48,340607;33,941459;31,435205;77,914817;21,06937;83,624752;28,736875;
18/08/2020 15:30:55,069;15:30:55;41,35;34,523731;-48,35444;33,940688;31,433974;77,914817;21,01793;83,727637;28,736875;
18/08/2020 15:30:56,070;15:30:56;41,37;34,524655;-48,355042;33,940842;31,43382;77,96626;21,01793;83,676195;28,685429;
18/08/2020 15:30:57,069;15:30:57;41,38;34,525733;-48,354741;33,93884;31,433512;77,96626;21,01793;83,727637;28,736875;
18/08/2020 15:30:58,069;15:30:58;41,40;34,526196;-48,34181;33,940226;31,43382;77,863374;20,966491;83,727637;28,685429;
18/08/2020 15:30:59,069;15:30:59;41,42;34,52866;-48,336548;33,939918;31,432896;77,81193;21,06937;83,727637;28,685429;
18/08/2020 15:31:00,069;15:31:00;41,43;34,528814;-48,34151;33,941459;31,433974;77,81193;20,966491;83,727637;28,685429;
18/08/2020 15:31:01,070;15:31:01;41,45;34,530201;-48,339254;33,942229;31,433358;77,81193;20,966491;83,727637;28,736875;
18/08/2020 15:31:02,069;15:31:02;41,47;34,529585;-48,341359;33,941767;31,434128;77,863374;20,966491;83,624752;28,736875;
18/08/2020 15:31:03,070;15:31:03;41,48;34,530971;-48,347374;33,941459;31,434743;77,914817;20,966491;83,727637;28,736875;
18/08/2020 15:31:04,069;15:31:04;41,50;34,531588;-48,35023;33,940842;31,433974;77,863374;20,966491;83,676195;28,685429;
18/08/2020 15:31:05,069;15:31:05;41,52;34,531896;-48,342111;33,942691;31,434743;77,96626;21,01793;83,624752;28,736875;
18/08/2020 15:31:06,070;15:31:06;41,53;34,533744;-48,347374;33,942537;31,435359;77,81193;21,06937;83,779079;28,736875;
18/08/2020 15:31:07,069;15:31:07;41,55;34,532974;-48,35023;33,943923;31,436129;77,863374;21,01793;83,727637;28,685429;
18/08/2020 15:31:08,070;15:31:08;41,57;34,535593;-48,344366;33,944693;31,436437;77,863374;21,01793;83,57331;28,736875;
18/08/2020 15:31:09,069;15:31:09;41,58;34,534206;-48,339405;33,945617;31,437976;77,657601;20,966491;83,779079;28,736875;
18/08/2020 15:31:10,069;15:31:10;41,60;34,536055;-48,340607;33,946541;31,439515;77,81193;20,966491;83,830521;28,633983;
18/08/2020 15:31:11,069;15:31:11;41,62;34,536363;-48,338502;33,94839;31,441362;77,81193;20,915052;83,830521;28,685429;
18/08/2020 15:31:12,069;15:31:12;41,63;34,536209;-48,348877;33,949622;31,442901;77,914817;20,966491;83,676195;28,685429;
18/08/2020 15:31:13,068;15:31:13;41,65;34,536363;-48,343615;33,94916;31,443363;77,863374;20,966491;83,676195;28,685429;
18/08/2020 15:31:14,068;15:31:14;41,67;34,53698;-48,344517;33,950854;31,443825;77,863374;20,915052;83,624752;28,736875;
18/08/2020 15:31:15,069;15:31:15;41,68;34,535593;-48,339405;33,94993;31,445364;77,863374;21,01793;83,676195;28,736875;
18/08/2020 15:31:16,070;15:31:16;41,70;34,538982;-48,343615;33,952395;31,448597;77,863374;21,01793;83,727637;28,685429;
18/08/2020 15:31:17,070;15:31:17;41,72;34,536671;-48,32467;33,952857;31,449674;77,863374;21,06937;83,830521;28,736875;
18/08/2020 15:31:18,069;15:31:18;41,73;34,53698;-48,323767;33,953473;31,450136;77,863374;21,06937;83,933406;28,685429;
18/08/2020 15:31:19,070;15:31:19;41,75;34,537288;-48,329331;33,952857;31,450906;77,81193;20,966491;83,779079;28,685429;
18/08/2020 15:31:20,068;15:31:20;41,77;34,53698;-48,326624;33,953935;31,451829;77,914817;20,966491;83,830521;28,788321;
18/08/2020 15:31:21,069;15:31:21;41,78;34,53775;-48,336397;33,955013;31,453523;77,914817;21,120809;83,881964;28,736875;
18/08/2020 15:31:22,070;15:31:22;41,80;34,538366;-48,331436;33,954089;31,453369;77,914817;20,966491;83,881964;28,736875;
18/08/2020 15:31:23,069;15:31:23;41,82;34,537442;-48,328128;33,953781;31,453676;77,914817;21,01793;83,830521;28,736875;
18/08/2020 15:31:24,070;15:31:24;41,83;34,536825;-48,330985;33,953935;31,453984;77,863374;20,966491;83,830521;28,736875;
18/08/2020 15:31:25,069;15:31:25;41,85;34,536055;-48,331736;33,954089;31,454138;77,863374;20,966491;83,830521;28,788321;
18/08/2020 15:31:26,068;15:31:26;41,87;34,537288;-48,332639;33,955167;31,455216;77,81193;20,966491;83,830521;28,736875;
18/08/2020 15:31:27,068;15:31:27;41,88;34,536209;-48,327977;33,955783;31,453984;77,863374;21,06937;83,933406;28,685429;
18/08/2020 15:31:28,069;15:31:28;41,90;34,536517;-48,330834;33,953781;31,455216;77,863374;21,01793;83,676195;28,633983;
18/08/2020 15:31:29,069;15:31:29;41,92;34,534361;-48,334142;33,954397;31,453984;77,81193;21,01793;83,727637;28,839767;
18/08/2020 15:31:30,068;15:31:30;41,93;34,533744;-48,333541;33,955321;31,453676;77,81193;21,01793;83,881964;28,736875;
18/08/2020 15:31:31,068;15:31:31;41,95;34,536055;-48,336397;33,954089;31,453523;77,914817;20,966491;83,830521;28,788321;
18/08/2020 15:31:32,070;15:31:32;41,97;34,535901;-48,305424;33,954089;31,455062;77,657601;21,01793;83,779079;28,839767;
18/08/2020 15:31:33,068;15:31:33;41,98;34,534977;-48,328128;33,954089;31,454292;77,760487;21,01793;83,779079;28,582537;
18/08/2020 15:31:34,069;15:31:34;42,00;34,535747;-48,306777;33,953473;31,453061;77,81193;20,966491;83,727637;28,788321;
18/08/2020 15:31:35,068;15:31:35;42,02;34,534977;-48,324218;33,954243;31,4546;77,760487;21,01793;83,933406;28,685429;
18/08/2020 15:31:36,069;15:31:36;42,03;34,536363;-48,309032;33,954397;31,453369;77,709044;21,01793;83,779079;28,685429;
18/08/2020 15:31:37,069;15:31:37;42,05;34,534052;-48,327827;33,954859;31,455216;77,81193;21,06937;83,830521;28,788321;
18/08/2020 15:31:38,069;15:31:38;42,07;34,536671;-48,326474;33,954397;31,454138;77,760487;21,01793;83,881964;28,788321;
18/08/2020 15:31:39,069;15:31:39;42,08;34,536517;-48,312942;33,954551;31,455062;77,709044;20,966491;83,779079;28,685429;
18/08/2020 15:31:40,068;15:31:40;42,10;34,536055;-48,307078;33,955475;31,4546;77,657601;20,966491;83,779079;28,736875;
18/08/2020 15:31:41,068;15:31:41;42,12;34,535901;-48,308882;33,955013;31,456601;77,709044;20,966491;83,779079;28,685429;
18/08/2020 15:31:42,068;15:31:42;42,13;34,534669;-48,310987;33,955937;31,455062;77,657601;21,01793;83,830521;28,788321;
18/08/2020 15:31:43,069;15:31:43;42,15;34,536825;-48,319708;33,955937;31,453523;77,760487;20,966491;83,830521;28,685429;
18/08/2020 15:31:44,069;15:31:44;42,17;34,537442;-48,309333;33,955167;31,454754;77,863374;20,966491;83,881964;28,685429;
18/08/2020 15:31:45,069;15:31:45;42,18;34,536825;-48,310987;33,954551;31,452599;77,709044;21,01793;83,830521;28,685429;
18/08/2020 15:31:46,069;15:31:46;42,20;34,538212;-48,309634;33,953627;31,451675;77,709044;20,966491;83,830521;28,736875;
18/08/2020 15:31:47,068;15:31:47;42,22;34,539136;-48,316701;33,953627;31,452291;77,760487;21,01793;83,830521;28,736875;
18/08/2020 15:31:48,068;15:31:48;42,23;34,53929;-48,323918;33,954397;31,450598;77,760487;21,01793;83,727637;28,788321;
18/08/2020 15:31:49,068;15:31:49;42,25;34,539136;-48,318204;33,953165;31,451521;77,709044;20,966491;83,830521;28,736875;
18/08/2020 15:31:50,068;15:31:50;42,27;34,53852;-48,309483;33,953935;31,45106;77,863374;21,01793;83,881964;28,633983;
18/08/2020 15:31:51,068;15:31:51;42,28;34,540677;-48,315347;33,951624;31,451521;77,81193;20,863613;83,830521;28,788321;
18/08/2020 15:31:52,068;15:31:52;42,30;34,540677;-48,320008;33,952703;31,449213;77,914817;20,966491;83,881964;28,736875;
18/08/2020 15:31:53,070;15:31:53;42,32;34,542063;-48,322715;33,951933;31,450136;77,863374;20,966491;83,933406;28,633983;
18/08/2020 15:31:54,068;15:31:54;42,33;34,542988;-48,29956;33,955167;31,450444;77,863374;20,915052;83,881964;28,736875;
18/08/2020 15:31:55,068;15:31:55;42,35;34,541909;-48,304371;33,954859;31,450598;77,914817;21,01793;83,881964;28,685429;
18/08/2020 15:31:56,069;15:31:56;42,37;34,543758;-48,302717;33,958556;31,451368;77,914817;20,966491;83,881964;28,736875;
18/08/2020 15:31:57,068;15:31:57;42,38;34,543758;-48,299109;33,956399;31,452137;77,863374;21,01793;83,779079;28,736875;
18/08/2020 15:31:58,070;15:31:58;42,40;34,543142;-48,287531;33,956861;31,452753;77,760487;21,06937;83,881964;28,685429;
18/08/2020 15:31:59,070;15:31:59;42,42;34,54422;-48,302717;33,956707;31,453369;77,81193;20,863613;83,779079;28,736875;
18/08/2020 15:32:00,069;15:32:00;42,43;34,545299;-48,308281;33,958556;31,451829;77,81193;20,966491;83,881964;28,788321;
18/08/2020 15:32:01,069;15:32:01;42,45;34,547301;-48,309934;33,957786;31,452753;77,914817;20,966491;83,881964;28,685429;
18/08/2020 15:32:02,068;15:32:02;42,47;34,545145;-48,310837;33,959018;31,453523;77,914817;21,06937;83,830521;28,736875;
18/08/2020 15:32:03,068;15:32:03;42,48;34,547764;-48,293245;33,958248;31,453215;77,81193;20,915052;83,779079;28,736875;
18/08/2020 15:32:04,068;15:32:04;42,50;34,54761;-48,288283;33,959172;31,453369;77,760487;21,01793;83,830521;28,736875;
18/08/2020 15:32:05,068;15:32:05;42,52;34,547764;-48,309634;33,96025;31,455985;77,863374;20,966491;83,830521;28,685429;
18/08/2020 15:32:06,068;15:32:06;42,53;34,549304;-48,312039;33,961174;31,455678;77,914817;21,01793;83,779079;28,891213;
18/08/2020 15:32:07,068;15:32:07;42,55;34,548842;-48,304371;33,963639;31,459526;77,96626;20,966491;83,830521;28,685429;
18/08/2020 15:32:08,069;15:32:08;42,57;34,548996;-48,302417;33,966257;31,461527;77,81193;21,01793;83,779079;28,633983;
18/08/2020 15:32:09,069;15:32:09;42,58;34,548688;-48,283922;33,969184;31,46245;77,914817;20,966491;83,830521;28,736875;
18/08/2020 15:32:10,069;15:32:10;42,60;34,550229;-48,298808;33,9698;31,464913;77,863374;20,966491;83,830521;28,685429;
18/08/2020 15:32:11,068;15:32:11;42,62;34,550845;-48,296703;33,974267;31,4683;77,863374;20,966491;83,779079;28,685429;
18/08/2020 15:32:12,068;15:32:12;42,63;34,551615;-48,280765;33,976269;31,469993;77,863374;20,966491;83,830521;28,736875;
18/08/2020 15:32:13,068;15:32:13;42,65;34,551153;-48,277006;33,978118;31,471686;77,81193;21,120809;83,881964;28,736875;
18/08/2020 15:32:14,069;15:32:14;42,67;34,551307;-48,290237;33,979504;31,474765;77,81193;20,915052;83,779079;28,736875;
18/08/2020 15:32:15,068;15:32:15;42,68;34,552385;-48,284524;33,984587;31,48046;77,863374;20,966491;83,881964;28,736875;
18/08/2020 15:32:16,068;15:32:16;42,70;34,551461;-48,289786;33,987359;31,482307;77,914817;20,966491;83,830521;28,736875;
18/08/2020 15:32:17,069;15:32:17;42,72;34,551615;-48,301214;33,988438;31,483539;77,863374;21,06937;83,830521;28,685429;
18/08/2020 15:32:18,068;15:32:18;42,73;34,553002;-48,283922;33,990902;31,486002;77,81193;21,01793;83,830521;28,736875;
18/08/2020 15:32:19,069;15:32:19;42,75;34,552385;-48,29114;33,99198;31,485078;77,709044;21,01793;83,881964;28,736875;
18/08/2020 15:32:20,069;15:32:20;42,77;34,553926;-48,299409;33,995985;31,488003;77,81193;20,966491;83,779079;28,788321;
18/08/2020 15:32:21,068;15:32:21;42,78;34,555004;-48,273247;33,994907;31,488311;77,863374;21,01793;83,933406;28,736875;
18/08/2020 15:32:22,067;15:32:22;42,80;34,554696;-48,289486;33,996755;31,48908;77,81193;21,01793;83,830521;28,736875;
18/08/2020 15:32:23,069;15:32:23;42,82;34,554542;-48,287832;33,998758;31,491081;77,81193;20,966491;83,881964;28,736875;
18/08/2020 15:32:24,068;15:32:24;42,83;34,556391;-48,27024;33,998142;31,490466;77,81193;21,01793;83,881964;28,788321;
18/08/2020 15:32:25,069;15:32:25;42,85;34,556237;-48,27054;33,999682;31,492313;77,863374;20,966491;83,881964;28,685429;
18/08/2020 15:32:26,068;15:32:26;42,87;34,555312;-48,295049;33,999528;31,491081;77,914817;20,966491;83,830521;28,685429;
18/08/2020 15:32:27,067;15:32:27;42,88;34,558085;-48,266631;34,000144;31,490619;77,863374;20,915052;83,881964;28,788321;
18/08/2020 15:32:28,068;15:32:28;42,90;34,558394;-48,26618;34,001376;31,490158;77,914817;20,966491;83,779079;28,685429;
18/08/2020 15:32:29,067;15:32:29;42,92;34,557623;-48,281366;34,001838;31,492005;77,96626;21,01793;83,933406;28,839767;
18/08/2020 15:32:30,068;15:32:30;42,93;34,558085;-48,263774;34,000914;31,490773;77,914817;21,06937;83,881964;28,788321;
18/08/2020 15:32:31,067;15:32:31;42,95;34,560859;-48,264376;34,001684;31,48985;77,760487;21,06937;83,779079;28,633983;
18/08/2020 15:32:32,069;15:32:32;42,97;34,558085;-48,263774;34,00153;31,490004;77,81193;20,966491;83,727637;28,736875;
18/08/2020 15:32:33,068;15:32:33;42,98;34,56055;-48,266481;34,000452;31,490619;77,81193;21,01793;83,933406;28,736875;
18/08/2020 15:32:34,068;15:32:34;43,00;34,559472;-48,276855;34,001376;31,491697;77,81193;21,01793;83,779079;28,685429;
18/08/2020 15:32:35,069;15:32:35;43,02;34,561629;-48,277156;33,99999;31,491235;77,863374;20,966491;83,881964;28,736875;
18/08/2020 15:32:36,069;15:32:36;43,03;34,561783;-48,277006;34,002455;31,490619;77,81193;20,966491;83,830521;28,736875;
18/08/2020 15:32:37,068;15:32:37;43,05;34,563015;-48,267683;34,001838;31,490773;77,81193;21,01793;83,830521;28,736875;
18/08/2020 15:32:38,068;15:32:38;43,07;34,564556;-48,246934;34,000298;31,491081;77,914817;20,966491;83,830521;28,736875;
18/08/2020 15:32:39,068;15:32:39;43,08;34,562707;-48,243024;34,000298;31,491235;77,914817;20,966491;83,881964;28,736875;
18/08/2020 15:32:40,067;15:32:40;43,10;34,56548;-48,239115;33,998912;31,489542;77,863374;20,966491;83,830521;28,788321;
