time;process_time;sensor_PT100_1;sensor_PT100_2;sensor_PT100_3;sensor_PT100_4;sensor_humidity_1;sensor_TH_1;sensor_humidity_2;sensor_TH_2
15:36:53,314;1330,00;42,806683;20,378211;37,103317;36,95112;53,324958;25,801759;73,644944;32,904009
15:36:54,314;1331,00;42,807146;20,380666;37,106863;36,961296;53,273515;25,801759;73,542059;32,904009
15:36:55,314;1332,00;42,808845;20,381279;37,109176;36,969159;53,376401;25,801759;73,542059;32,955455
15:36:56,314;1333,00;42,811316;20,38174;37,11303;36,976251;53,324958;25,801759;73,33629;32,904009
15:36:57,314;1334,00;42,81147;20,384041;37,118581;36,994445;53,376401;25,904637;73,439175;32,904009
15:36:58,314;1335,00;42,813632;20,384348;37,123514;37,003696;53,273515;25,801759;73,33629;32,955455
15:36:59,314;1336,00;42,810698;20,385729;37,126752;37,014643;53,016298;25,801759;73,387733;32,904009
15:37:00,313;1337,00;42,810698;20,386649;37,13184;37,024511;53,119185;25,853198;73,439175;32,904009
15:37:01,314;1338,00;42,812088;20,387263;37,136773;37,034841;53,119185;25,75032;73,233406;32,955455
15:37:02,700;1339,00;42,81286;20,390178;37,147257;37,053035;53,067742;25,904637;73,233406;32,904009
15:37:03,313;1340,00;42,814868;20,389718;37,152654;37,064753;52,913412;25,801759;73,233406;32,852563
15:37:04,314;1341,00;42,814096;20,390332;37,15805;37,073233;52,861969;25,853198;73,387733;32,955455
15:37:05,423;1342,00;42,817339;20,392019;37,168534;37,09374;52,964855;25,904637;73,387733;32,955455
15:37:06,313;1343,00;42,81425;20,393094;37,175163;37,102221;52,861969;25,853198;73,387733;32,904009
15:37:07,314;1344,00;42,815949;20,3934;37,179635;37,110701;52,964855;25,853198;73,33629;33,006901
15:37:08,315;1345,00;42,819038;20,395242;37,184877;37,117177;53,067742;25,853198;73,542059;32,955455
15:37:09,331;1346,00;42,818883;20,394014;37,191044;37,123036;53,170628;25,853198;73,593502;32,955455
15:37:10,421;1347,00;42,820737;20,396009;37,199832;37,131979;53,016298;25,801759;73,747829;33,006901
15:37:11,314;1348,00;42,82259;20,397696;37,206153;37,133367;53,016298;25,853198;73,644944;33,006901
15:37:18,692;1349,00;42,835563;20,407669;37,243465;37,165284;52,913412;25,801759;73,593502;33,006901
15:38:05,612;1350,00;42,891162;20,458148;37,409368;37,360187;52,759082;25,853198;73,33629;33,058347
15:38:46,675;1351,00;42,881895;20,452011;37,529483;37,366047;52,296093;26,007515;72,770425;33,315578
15:39:32,243;1352,00;42,885448;20,474719;37,631098;37,411691;51,730218;26,007515;72,513213;33,41847
15:39:39,879;1353,00;42,876953;20,471804;37,639271;37,430658;51,473002;25,956076;72,461771;33,367024
15:39:40,364;1354,00;42,8751;20,470116;37,640196;37,433896;51,524445;26,058954;72,513213;33,367024
15:39:41,314;1355,00;42,876027;20,470423;37,64143;37,435592;51,421559;26,058954;72,461771;33,41847
15:39:42,314;1356,00;42,874637;20,469809;37,641738;37,439601;51,575888;26,007515;72,513213;33,41847
15:39:43,314;1357,00;42,873401;20,469502;37,643588;37,440835;51,833104;26,007515;72,358886;33,41847
15:39:44,704;1358,00;42,875563;20,469196;37,645593;37,445307;51,575888;26,007515;72,307444;33,367024
15:39:45,926;1359,00;42,874482;20,469196;37,648214;37,452863;51,524445;26,110393;72,410329;33,41847
15:39:46,856;1360,00;42,874019;20,468582;37,647443;37,457181;51,575888;26,110393;72,410329;33,315578
15:39:47,344;1361,00;42,874019;20,468582;37,647443;37,457181;51,473002;26,161832;72,410329;33,469916
15:39:48,313;1362,00;42,875872;20,469196;37,650219;37,462424;51,627331;26,161832;72,358886;33,315578
15:39:49,319;1363,00;42,876799;20,469196;37,651144;37,465199;51,524445;26,110393;72,410329;33,41847
15:39:50,314;1364,00;42,875872;20,468889;37,652532;37,466587;51,524445;26,110393;72,410329;33,367024
15:39:51,313;1365,00;42,875872;20,469809;37,65392;37,467821;51,421559;26,110393;72,307444;33,367024
15:39:58,864;1366,00;42,872938;20,468275;37,66456;37,464737;51,421559;26,161832;72,307444;33,41847
15:40:46,208;1367,00;42,898112;20,477174;37,677512;37,424027;51,215786;26,161832;72,358886;33,521362
15:41:28,959;1368,00;42,942283;20,518448;37,693087;37,439756;51,061456;26,213272;70,66129;33,521362
15:42:07,520;1369,00;43,009467;20,577368;37,910827;37,723965;51,061456;26,264711;68,552155;33,521362
15:42:08,314;1370,00;43,010085;20,57614;37,920079;37,729054;50,95857;26,213272;68,65504;33,521362
15:42:09,314;1371,00;43,010857;20,577981;37,936734;37,738307;50,95857;26,213272;68,706482;33,624254
15:42:10,737;1372,00;43,009467;20,577214;37,945062;37,744476;50,95857;26,213272;68,65504;33,521362
15:42:11,921;1373,00;43,01024;20,579209;37,964493;37,756505;51,010013;26,31615;68,65504;33,572808
15:42:12,907;1374,00;43,009158;20,578135;37,974825;37,762982;51,010013;26,367589;68,809367;33,521362
15:42:14,487;1375,00;43,007151;20,576907;37,992714;37,777016;51,061456;26,213272;68,912252;33,624254
15:42:15,586;1376,00;43,007614;20,577061;38,00135;37,783339;50,95857;26,31615;68,963694;33,572808
15:42:16,700;1377,00;43,005606;20,576754;38,019702;37,797836;51,061456;26,367589;68,912252;33,572808
15:42:28,317;1378,00;43,014101;20,586114;38,163435;37,912269;51,112899;26,31615;70,146867;33,624254
15:42:46,312;1379,00;43,031862;20,608055;38,357608;38,152253;51,421559;26,31615;71,587252;33,830039
15:42:46,868;1380,00;43,034025;20,610357;38,363931;38,167831;51,421559;26,264711;71,484367;33,881485
15:42:47,347;1381,00;43,03526;20,612966;38,369946;38,18017;51,318672;26,31615;71,484367;33,727147
15:42:48,314;1382,00;43,038504;20,614807;38,375499;38,193126;51,473002;26,31615;71,484367;33,881485
15:42:49,314;1383,00;43,03943;20,617569;38,381205;38,207933;51,421559;26,31615;71,587252;33,830039
15:42:50,314;1384,00;43,043137;20,619717;38,385678;38,216879;51,473002;26,367589;71,381482;33,881485
15:42:51,314;1385,00;43,047462;20,624627;38,396783;38,23801;51,421559;26,367589;71,381482;33,881485
15:42:52,313;1386,00;43,048388;20,626008;38,399713;38,249732;51,473002;26,31615;71,33004;33,778593
15:42:53,315;1387,00;43,049006;20,626929;38,406191;38,262997;51,473002;26,367589;71,432925;33,881485
15:42:54,313;1388,00;43,051477;20,630458;38,410047;38,270554;51,370115;26,419028;71,484367;33,830039
15:42:55,315;1389,00;43,052404;20,632759;38,41961;38,293074;51,473002;26,367589;71,33004;33,830039
15:42:56,314;1390,00;43,050705;20,635828;38,423774;38,304642;51,421559;26,419028;71,432925;33,778593
15:42:57,314;1391,00;43,05503;20,635214;38,429789;38,314359;51,421559;26,367589;71,278598;33,830039
15:42:58,313;1392,00;43,054875;20,636749;38,433954;38,323306;51,473002;26,419028;71,484367;33,881485
15:42:59,314;1393,00;43,057038;20,63859;38,438889;38,33256;51,473002;26,367589;71,278598;33,881485
15:43:00,315;1394,00;43,056265;20,639818;38,449223;38,353538;51,524445;26,367589;71,175713;33,881485
15:43:01,313;1395,00;43,050705;20,63905;38,455084;38,363564;51,473002;26,367589;71,175713;33,830039
15:43:02,314;1396,00;43,049315;20,638743;38,460328;38,375132;51,473002;26,367589;71,227156;33,881485
15:43:03,314;1397,00;43,04947;20,637516;38,465881;38,38377;51,421559;26,31615;71,227156;33,881485
15:43:04,314;1398,00;43,047771;20,635982;38,47313;38,399503;51,421559;26,367589;71,175713;33,881485
15:43:05,313;1399,00;43,045454;20,637516;38,478682;38,409067;51,473002;26,367589;71,124271;33,932931
15:43:06,314;1400,00;43,043755;20,634294;38,483001;38,41755;51,421559;26,470467;71,021386;33,830039
15:43:07,314;1401,00;43,043755;20,632606;38,487011;38,425109;51,473002;26,264711;71,072829;33,932931
15:43:08,314;1402,00;43,035415;20,631071;38,496265;38,438374;51,524445;26,367589;71,072829;33,881485
15:43:09,314;1403,00;43,035415;20,629384;38,500276;38,444698;51,473002;26,419028;71,021386;33,932931
15:43:10,313;1404,00;43,03665;20,630304;38,502898;38,450251;51,421559;26,367589;71,072829;34,087269
15:43:11,314;1405,00;43,034488;20,630458;38,506445;38,457655;51,575888;26,367589;71,072829;33,932931
15:43:12,313;1406,00;43,036959;20,630151;38,509993;38,463671;51,575888;26,31615;71,124271;33,984377
15:43:13,314;1407,00;43,038504;20,631071;38,517242;38,477091;51,627331;26,31615;70,969944;33,932931
15:43:14,314;1408,00;43,036805;20,630458;38,520327;38,485112;51,575888;26,367589;70,867059;33,984377
15:43:15,314;1409,00;43,040512;20,631532;38,5248;38,492053;51,627331;26,367589;70,969944;33,881485
15:43:16,314;1410,00;43,040048;20,632452;38,528347;38,497761;51,575888;26,367589;70,867059;33,932931
15:43:17,314;1411,00;43,032326;20,631992;38,537602;38,510718;51,575888;26,367589;70,969944;34,035823
15:43:18,315;1412,00;43,032171;20,633373;38,540532;38,514883;51,575888;26,367589;70,712732;33,984377
15:43:19,315;1413,00;43,0297;20,632452;38,543926;38,518893;51,473002;26,367589;70,969944;33,984377
15:43:20,314;1414,00;43,031399;20,631992;38,546856;38,523058;51,421559;26,367589;70,764175;33,881485
15:43:21,314;1415,00;43,030627;20,633527;38,553489;38,528303;51,421559;26,31615;70,764175;33,932931
15:43:22,314;1416,00;43,032789;20,632759;38,557807;38,532776;51,627331;26,31615;70,815617;33,881485
15:43:23,314;1417,00;43,031862;20,632913;38,561972;38,537095;51,524445;26,31615;70,712732;33,932931
15:43:24,314;1418,00;43,031862;20,63368;38,568604;38,542494;51,524445;26,31615;70,815617;33,984377
15:43:25,314;1419,00;43,032326;20,634447;38,578938;38,554063;51,524445;26,367589;70,66129;33,932931
15:43:26,314;1420,00;43,031708;20,636135;38,584491;38,558074;51,575888;26,419028;70,764175;34,035823
15:43:27,314;1421,00;43,033407;20,636595;38,589427;38,562239;51,473002;26,367589;70,764175;33,984377
15:43:28,314;1422,00;43,031245;20,636749;38,596831;38,566404;51,524445;26,367589;70,712732;33,984377
15:43:29,314;1423,00;43,032635;20,636135;38,602846;38,571648;51,575888;26,31615;70,712732;33,984377
15:43:30,315;1424,00;43,024294;20,637056;38,617499;38,583835;51,781661;26,367589;70,66129;33,932931
15:43:31,315;1425,00;43,018425;20,637516;38,623361;38,591085;51,678775;26,367589;70,66129;34,035823
15:43:32,314;1426,00;43,018425;20,637669;38,629839;38,599569;51,627331;26,367589;70,609848;33,932931
15:43:33,313;1427,00;43,016572;20,637669;38,637088;38,606665;51,678775;26,367589;70,764175;33,984377
15:43:34,314;1428,00;43,017035;20,637209;38,652513;38,621628;51,730218;26,31615;70,506963;33,984377
15:43:35,314;1429,00;43,016881;20,637209;38,660225;38,630112;51,678775;26,31615;70,558405;34,035823
15:43:36,314;1430,00;43,017962;20,63813;38,667629;38,637825;51,575888;26,419028;70,558405;33,881485
15:43:37,315;1431,00;43,015027;20,636595;38,677347;38,64199;51,678775;26,419028;70,558405;34,035823
15:43:38,315;1432,00;43,016572;20,638743;38,693851;38,654793;51,678775;26,31615;70,404079;34,035823
15:43:39,313;1433,00;43,019661;20,637976;38,702952;38,660347;51,678775;26,367589;70,146867;34,035823
15:43:40,315;1434,00;43,01997;20,63905;38,712824;38,665592;51,730218;26,367589;70,301194;34,087269
15:43:41,314;1435,00;43,021205;20,640738;38,721462;38,672842;51,678775;26,470467;70,249752;33,932931
15:43:42,314;1436,00;43,021514;20,64396;38,739046;38,689039;51,575888;26,367589;70,249752;34,035823
15:43:43,315;1437,00;43,02275;20,644881;38,748301;38,695981;51,524445;26,367589;70,095425;33,932931
15:43:44,313;1438,00;43,024603;20,646109;38,757865;38,70462;51,575888;26,31615;70,043982;34,035823
15:43:45,313;1439,00;43,026302;20,646569;38,765423;38,714493;51,575888;26,367589;70,095425;33,984377
15:43:46,314;1440,00;43,026148;20,648717;38,771901;38,725291;51,575888;26,419028;69,941098;34,087269
15:43:47,314;1441,00;43,033098;20,651786;38,788098;38,749819;51,627331;26,419028;69,99254;34,035823
15:43:48,314;1442,00;43,032789;20,654855;38,796273;38,76108;51,575888;26,31615;69,889655;33,932931
15:43:49,314;1443,00;43,035106;20,655469;38,806145;38,772496;51,575888;26,367589;69,786771;34,087269
15:43:50,315;1444,00;43,036032;20,658231;38,816018;38,785763;51,524445;26,31615;69,838213;33,984377
15:43:51,315;1445,00;43,039585;20,663294;38,835608;38,807514;51,575888;26,367589;69,683886;34,190162
15:43:52,315;1446,00;43,041438;20,66621;38,845789;38,816153;51,627331;26,419028;69,581002;33,984377
15:43:53,314;1447,00;43,040975;20,667437;38,855044;38,828957;51,473002;26,367589;69,529559;34,087269
15:43:54,314;1448,00;43,041593;20,670813;38,864145;38,838059;51,370115;26,31615;69,478117;33,932931
15:43:55,315;1449,00;43,043137;20,672961;38,88281;38,85796;51,421559;26,31615;69,32379;34,087269
15:43:56,315;1450,00;43,044682;20,675263;38,892374;38,867833;51,370115;26,419028;69,118021;34,087269
15:43:57,315;1451,00;43,047771;20,677411;38,901784;38,878015;51,473002;26,419028;68,963694;34,035823
15:43:58,315;1452,00;43,048697;20,678025;38,910885;38,888042;51,267229;26,470467;69,015136;34,087269
15:43:59,315;1453,00;43,046844;20,6814;38,92955;38,908252;51,267229;26,367589;68,809367;34,035823
15:44:00,314;1454,00;43,048388;20,682168;38,938651;38,918434;51,524445;26,367589;68,809367;34,035823
15:44:01,314;1455,00;43,04947;20,684469;38,948832;38,930159;51,267229;26,470467;68,809367;34,035823
15:44:02,315;1456,00;43,052095;20,68493;38,959785;38,943735;51,267229;26,419028;68,65504;34,087269
15:44:03,314;1457,00;43,053949;20,686771;38,969195;38,955459;51,010013;26,470467;68,706482;34,087269
15:44:04,313;1458,00;43,051477;20,690607;38,987243;38,980452;51,112899;26,367589;68,500713;34,087269
15:44:05,314;1459,00;43,054721;20,692295;38,998967;38,992022;51,112899;26,470467;68,603598;34,087269
15:44:06,314;1460,00;43,056574;20,694443;39,007914;39,00313;51,112899;26,367589;68,346386;34,138715
15:44:07,314;1461,00;43,055957;20,693829;39,017941;39,014547;51,112899;26,419028;68,294944;34,138715
15:44:08,314;1462,00;43,061826;20,695364;39,038921;39,042162;51,010013;26,470467;68,243502;34,087269
15:44:09,315;1463,00;43,057964;20,696284;39,049103;39,054659;51,010013;26,470467;68,346386;34,138715
15:44:10,315;1464,00;43,058273;20,696898;39,06129;39,067772;50,95857;26,419028;68,140617;34,087269
15:44:11,315;1465,00;43,057038;20,697205;39,068694;39,082275;51,010013;26,419028;68,140617;34,138715
15:44:12,315;1466,00;43,052713;20,699507;39,091217;39,113594;51,010013;26,419028;67,934848;34,138715
15:44:13,314;1467,00;43,05503;20,697205;39,103096;39,127479;51,010013;26,573345;67,883405;34,138715
15:44:14,315;1468,00;43,057347;20,697665;39,114357;39,143524;50,95857;26,521906;67,729078;34,190162
15:44:15,313;1469,00;43,056729;20,697819;39,122842;39,16173;51,112899;26,521906;67,831963;34,138715
15:44:16,315;1470,00;43,054258;20,696284;39,146908;39,193975;51,112899;26,419028;67,883405;34,138715
15:44:17,314;1471,00;43,055184;20,696284;39,156935;39,210329;51,112899;26,419028;67,729078;34,035823
15:44:18,313;1472,00;43,053022;20,694596;39,1665;39,229152;51,061456;26,521906;67,831963;34,138715
15:44:19,314;1473,00;43,05086;20,692909;39,179921;39,247821;51,112899;26,573345;67,729078;34,138715
15:44:20,313;1474,00;43,047307;20,693062;39,189486;39,267878;51,164342;26,470467;67,729078;34,138715
15:44:21,313;1475,00;43,042828;20,692448;39,211701;39,305216;51,112899;26,470467;67,677636;34,190162
15:44:22,314;1476,00;43,039894;20,690453;39,224043;39,325274;51,112899;26,419028;67,574752;34,138715
15:44:23,313;1477,00;43,035569;20,689379;39,232991;39,341937;51,010013;26,419028;67,729078;34,190162
15:44:24,315;1478,00;43,032635;20,686157;39,244561;39,361069;51,112899;26,470467;67,471867;34,190162
15:44:25,315;1479,00;43,029082;20,684623;39,264462;39,39702;51,164342;26,573345;67,471867;34,138715
15:44:26,314;1480,00;43,027074;20,683855;39,272485;39,414609;51,112899;26,470467;67,368982;34,138715
15:44:27,314;1481,00;43,023985;20,682781;39,281741;39,431119;51,112899;26,521906;67,266098;34,190162
15:44:28,314;1482,00;43,022441;20,681707;39,291306;39,446548;51,164342;26,419028;67,214655;34,190162
15:44:29,315;1483,00;43,016572;20,679712;39,309202;39,474939;51,164342;26,676223;67,111771;34,293054
15:44:30,315;1484,00;43,013792;20,678485;39,317225;39,488363;51,112899;26,419028;66,906001;34,138715
15:44:31,313;1485,00;43,014564;20,677564;39,325401;39,501478;51,112899;26,419028;66,906001;34,190162
15:44:32,315;1486,00;43,010703;20,676797;39,333578;39,511199;51,215786;26,573345;66,803117;34,190162
15:44:33,313;1487,00;43,007151;20,675723;39,342835;39,52308;51,215786;26,419028;66,751675;34,190162
15:44:34,315;1488,00;43,002517;20,674189;39,363816;39,544837;51,112899;26,419028;66,957444;34,293054
15:44:35,314;1489,00;43,00159;20,673575;39,375233;39,556409;51,010013;26,419028;66,957444;34,293054
15:44:36,314;1490,00;43,001127;20,672654;39,385724;39,565204;51,010013;26,419028;67,008886;34,293054
15:44:37,315;1491,00;42,998965;20,673268;39,396061;39,575851;51,215786;26,470467;66,906001;34,190162
15:44:38,315;1492,00;42,996185;20,671427;39,420129;39,592824;51,164342;26,727662;66,957444;34,241608
15:44:39,314;1493,00;42,994331;20,672961;39,430928;39,601928;51,267229;26,470467;66,854559;34,293054
15:44:40,314;1494,00;42,996957;20,670966;39,443425;39,610878;51,215786;26,470467;66,906001;34,241608
15:44:41,314;1495,00;42,99603;20,671427;39,454996;39,619519;51,215786;26,470467;66,957444;34,241608
15:44:42,315;1496,00;42,995258;20,672808;39,477367;39,638653;51,164342;26,470467;66,803117;34,293054
15:44:43,313;1497,00;42,995876;20,673421;39,490636;39,648683;51,267229;26,419028;66,854559;34,293054
15:44:44,313;1498,00;42,998656;20,674495;39,503133;39,657324;51,215786;26,470467;66,751675;34,241608
15:44:45,313;1499,00;42,998038;20,67603;39,513162;39,666736;51,267229;26,521906;66,803117;34,3445
15:44:46,315;1500,00;43,003289;20,676951;39,53831;39,683402;51,164342;26,470467;66,700232;34,3445
15:44:47,314;1501,00;43,002208;20,678485;39,550345;39,691734;51,267229;26,779101;66,700232;34,395946
15:44:48,315;1502,00;43,003598;20,678331;39,562533;39,701456;51,267229;26,419028;66,443021;34,395946
15:44:49,314;1503,00;43,003753;20,679099;39,576111;39,713646;51,318672;26,470467;66,494463;34,3445
15:44:50,315;1504,00;43,005761;20,678792;39,586602;39,725836;51,318672;26,470467;66,288694;34,293054
15:44:51,313;1505,00;43,004062;20,680633;39,612986;39,752686;51,267229;26,521906;66,391578;34,447392
15:44:52,313;1506,00;43,006069;20,680019;39,624249;39,766574;51,215786;26,573345;66,288694;34,3445
15:44:53,315;1507,00;43,005452;20,680326;39,637055;39,781079;51,215786;26,470467;65,98004;34,395946
15:44:54,314;1508,00;43,007768;20,681554;39,651404;39,797282;51,318672;26,521906;66,082925;34,447392
15:44:55,313;1509,00;43,007923;20,682168;39,676245;39,826602;51,215786;26,521906;65,98004;34,498838
15:44:56,315;1510,00;43,007614;20,681247;39,690749;39,841107;51,267229;26,521906;66,237251;34,447392
15:44:57,314;1511,00;43,006533;20,680787;39,70479;39,856076;51,061456;26,521906;66,185809;34,3445
15:44:58,313;1512,00;43,005143;20,680787;39,717133;39,869656;51,164342;26,521906;66,237251;34,550284
15:44:59,314;1513,00;43,005915;20,678485;39,743364;39,897895;51,061456;26,573345;66,185809;34,293054
15:45:00,313;1514,00;43,003135;20,678485;39,754473;39,913019;51,061456;26,521906;66,237251;34,447392
15:45:01,313;1515,00;43,001436;20,676337;39,76728;39,925518;51,112899;26,470467;66,134367;34,447392
15:45:02,314;1516,00;43,000973;20,67603;39,778698;39,941259;51,267229;26,521906;66,082925;34,395946
15:45:03,314;1517,00;42,998656;20,674956;39,801842;39,969499;51,112899;26,521906;66,082925;34,3445
15:45:04,314;1518,00;42,997575;20,674649;39,811409;39,986012;51,164342;26,521906;66,082925;34,498838
15:45:05,314;1519,00;42,998501;20,674342;39,822364;40,000672;51,267229;26,573345;65,98004;34,447392
15:45:06,313;1520,00;42,996648;20,673882;39,833011;40,01487;51,318672;26,521906;65,825713;34,498838
15:45:07,314;1521,00;42,996185;20,674189;39,844583;40,027679;51,370115;26,521906;65,877155;34,498838
15:45:08,314;1522,00;42,996494;20,676183;39,865568;40,053296;51,267229;26,624784;65,722828;34,395946
15:45:09,315;1523,00;42,996339;20,675109;39,876061;40,066877;51,318672;26,521906;65,774271;34,498838
15:45:10,314;1524,00;42,996957;20,67557;39,886553;40,081229;51,318672;26,419028;65,671386;34,447392
15:45:11,314;1525,00;42,998193;20,676644;39,897355;40,096353;51,267229;26,573345;65,517059;34,550284
15:45:12,314;1526,00;42,998193;20,675876;39,919266;40,129379;51,215786;26,573345;65,414174;34,395946
15:45:13,314;1527,00;42,998193;20,677871;39,930839;40,145738;51,267229;26,676223;65,568501;34,550284
15:45:14,313;1528,00;42,998193;20,677871;39,941949;40,162097;51,215786;26,624784;65,517059;34,498838
15:45:15,314;1529,00;42,999274;20,678331;39,952133;40,177067;51,215786;26,470467;65,517059;34,447392
15:45:16,314;1530,00;42,999583;20,68048;39,976513;40,207316;51,318672;26,573345;65,774271;34,498838
15:45:17,314;1531,00;43,001282;20,681247;39,987006;40,220743;51,318672;26,573345;65,825713;34,498838
15:45:18,314;1532,00;43,00159;20,682014;39,998116;40,234941;51,267229;26,573345;65,928598;34,498838
15:45:19,315;1533,00;43,000509;20,6814;40,00722;40,247905;51,370115;26,676223;65,98004;34,550284
15:45:20,313;1534,00;43,002208;20,683549;40,028206;40,269203;51,267229;26,573345;66,134367;34,60173
15:45:21,314;1535,00;43,006996;20,684162;40,037774;40,280315;51,267229;26,573345;66,391578;34,60173
15:45:22,314;1536,00;43,006842;20,685236;40,045181;40,290656;51,267229;26,573345;66,443021;34,550284
15:45:23,314;1537,00;43,005915;20,686464;40,054748;40,302385;51,267229;26,521906;66,391578;34,550284
15:45:24,314;1538,00;43,006842;20,687385;40,063852;40,313652;51,215786;26,521906;66,597348;34,60173
15:45:25,315;1539,00;43,007459;20,687692;40,083141;40,337265;51,164342;26,624784;66,700232;34,550284
15:45:26,314;1540,00;43,009776;20,689226;40,094714;40,349767;51,061456;26,779101;66,751675;34,704623
15:45:27,314;1541,00;43,008232;20,687078;40,105516;40,361496;51,061456;26,573345;66,545905;34,550284
15:45:28,313;1542,00;43,006842;20,687998;40,117553;40,373998;51,112899;26,624784;66,443021;34,653176
15:45:29,315;1543,00;43,002054;20,686771;40,141317;40,396531;51,164342;26,573345;66,64879;34,653176
15:45:30,314;1544,00;42,999737;20,686464;40,152119;40,406872;51,164342;26,573345;66,494463;34,653176
15:45:31,314;1545,00;43,000046;20,685236;40,163539;40,414126;51,164342;26,573345;66,443021;34,653176
15:45:32,314;1546,00;42,999737;20,683855;40,175729;40,42138;51,164342;26,624784;66,391578;34,653176
15:45:33,313;1547,00;42,996648;20,682628;40,198877;40,436351;51,215786;26,573345;66,237251;34,653176
15:45:34,314;1548,00;42,994331;20,680019;40,209062;40,444686;51,215786;26,624784;66,031482;34,704623
15:45:35,313;1549,00;42,992324;20,677871;40,22079;40,452403;51,164342;26,624784;66,134367;34,653176
15:45:36,314;1550,00;42,990779;20,676183;40,230512;40,459503;51,112899;26,624784;65,825713;34,653176
15:45:37,315;1551,00;42,988462;20,672501;40,251345;40,477561;51,164342;27,087735;65,877155;34,704623
15:45:38,315;1552,00;42,9863;20,67112;40,261839;40,48605;51,112899;26,624784;65,877155;34,653176
15:45:39,313;1553,00;42,983366;20,669585;40,271716;40,495773;51,267229;26,573345;65,825713;34,704623
15:45:40,313;1554,00;42,983366;20,668511;40,281438;40,505343;51,164342;26,624784;65,774271;34,653176
15:45:41,314;1555,00;42,980431;20,666516;40,291314;40,513523;51,164342;26,624784;65,722828;34,60173
15:45:42,313;1556,00;42,977342;20,662834;40,311068;40,532816;51,215786;26,573345;65,465617;34,653176
15:45:43,315;1557,00;42,975489;20,662373;40,320018;40,543003;51,164342;26,676223;65,465617;34,704623
15:45:44,314;1558,00;42,976107;20,660993;40,329123;40,551955;51,215786;26,779101;65,568501;34,653176
15:45:45,314;1559,00;42,975334;20,659765;40,337148;40,562605;51,061456;26,573345;65,465617;34,756069
15:45:46,315;1560,00;42,973944;20,658537;40,356439;40,578349;51,164342;26,676223;65,31129;34,756069
15:45:47,315;1561,00;42,973635;20,659305;40,363692;40,586529;51,164342;26,624784;65,465617;34,807515
15:45:48,315;1562,00;42,972863;20,657156;40,374803;40,595327;50,95857;26,624784;65,619944;34,807515
15:45:49,314;1563,00;42,974253;20,65731;40,383754;40,603817;50,95857;26,521906;65,568501;34,807515
15:45:50,315;1564,00;42,971473;20,655622;40,397952;40,621104;50,95857;26,881979;65,517059;34,858961
15:45:51,314;1565,00;42,968539;20,656389;40,406131;40,629593;51,010013;26,624784;65,465617;34,807515
15:45:52,313;1566,00;42,968693;20,654395;40,414002;40,636539;51,061456;26,573345;65,517059;34,807515
15:45:53,315;1567,00;42,968539;20,654855;40,422953;40,644102;50,907126;26,676223;65,568501;34,756069
15:45:54,314;1568,00;42,969774;20,655315;40,430978;40,653981;50,855683;26,573345;65,362732;34,858961
15:45:55,315;1569,00;42,969311;20,654855;40,449498;40,67667;50,855683;26,676223;65,362732;34,807515
15:45:56,314;1570,00;42,968384;20,65286;40,461381;40,69118;50,701354;26,624784;65,362732;35,013299
15:45:57,314;1571,00;42,96823;20,654395;40,471258;40,703682;50,80424;26,624784;65,414174;34,756069
15:45:58,314;1572,00;42,96823;20,654395;40,482833;40,712789;50,701354;26,624784;65,31129;34,858961
15:45:59,314;1573,00;42,968539;20,652553;40,500735;40,735479;50,752797;26,573345;65,362732;34,756069
15:46:00,314;1574,00;42,966376;20,654088;40,510304;40,743197;50,598467;26,573345;65,414174;34,858961
15:46:01,314;1575,00;42,967458;20,65332;40,52049;40,748445;50,752797;26,573345;65,465617;34,910407
15:46:02,314;1576,00;42,968848;20,651939;40,529595;40,75462;50,598467;26,521906;65,31129;34,961853
15:46:03,315;1577,00;42,968848;20,654241;40,547035;40,76527;50,752797;26,521906;65,414174;34,858961
15:46:04,314;1578,00;42,969774;20,654088;40,55614;40,768049;50,701354;26,573345;65,156963;34,910407
15:46:05,315;1579,00;42,972091;20,653781;40,565246;40,773142;50,64991;26,521906;65,208405;34,807515
15:46:06,315;1580,00;42,974717;20,653014;40,574043;40,777001;50,64991;26,573345;65,208405;34,858961
15:46:07,314;1581,00;42,977342;20,653934;40,589631;40,791665;50,701354;26,624784;65,054078;34,961853
15:46:08,313;1582,00;42,977651;20,655775;40,597811;40,799229;50,701354;26,573345;64,899751;34,858961
15:46:09,315;1583,00;42,97796;20,655929;40,607688;40,808491;50,701354;26,676223;64,899751;34,961853
15:46:10,313;1584,00;42,978269;20,653934;40,615868;40,816208;50,64991;26,624784;64,745424;34,807515
15:46:11,314;1585,00;42,977342;20,65332;40,621733;40,823772;50,701354;26,573345;64,796867;34,961853
15:46:12,315;1586,00;42,974408;20,650405;40,637938;40,837047;50,701354;26,573345;64,436771;34,961853
15:46:13,314;1587,00;42,973327;20,64841;40,645347;40,842913;50,64991;26,573345;64,488213;34,910407
15:46:14,315;1588,00;42,972709;20,646416;40,654607;40,853255;50,64991;26,676223;64,385328;34,961853
15:46:15,314;1589,00;42,968384;20,6435;40,660626;40,863906;50,64991;26,624784;64,076674;35,013299
15:46:16,314;1590,00;42,960971;20,63813;40,678221;40,886443;50,64991;26,624784;64,076674;34,961853
15:46:17,315;1591,00;42,960662;20,636902;40,687481;40,893698;50,855683;26,676223;63,97379;35,013299
