time;sensor_PT100_1;sensor_PT100_3;sensor_PT100_4;sensor_humidity_1;sensor_TH_1;sensor_humidity_2;sensor_TH_2 
1668.6;40,49;32,35;30,42;50,80;25,80;69,63;29,56 
1669.6;40,49;32,35;30,42;50,55;25,80;69,48;29,46 
1670.6;40,49;32,35;30,42;50,55;25,70;69,53;29,51 
1671.6;40,49;32,35;30,42;50,55;25,80;69,48;29,61 
1672.6;40,49;32,35;30,42;50,60;25,70;69,48;29,46 
1673.6;40,49;32,35;30,42;50,50;25,80;69,58;29,56 
1674.6;40,49;32,35;30,42;50,65;25,75;69,48;29,56 
1675.6;40,49;32,35;30,42;50,65;25,85;69,53;29,61 
1676.6;40,49;32,34;30,42;50,60;25,85;69,53;29,46 
1677.6;40,49;32,34;30,42;50,86;25,80;69,53;29,51 
1678.6;40,49;32,34;30,42;50,60;25,80;69,48;29,46 
1679.6;40,49;32,34;30,42;50,55;25,85;69,58;29,56 
1680.6;40,49;32,34;30,42;50,60;25,80;69,63;29,46 
1681.6;40,50;32,34;30,42;50,44;25,80;69,63;29,51 
1682.6;40,50;32,34;30,42;50,34;25,75;69,48;29,51 
1683.6;40,50;32,34;30,41;50,44;25,80;69,58;29,46 
1684.6;40,50;32,34;30,41;50,34;25,80;69,63;29,56 
1685.6;40,50;32,34;30,41;50,50;25,80;69,63;29,46 
1686.6;40,50;32,35;30,41;50,50;25,80;69,68;29,51 
1687.6;40,50;32,35;30,41;50,44;25,96;69,63;29,46 
1688.6;40,50;32,35;30,41;50,55;25,85;69,74;29,35 
1689.6;40,50;32,34;30,41;50,60;25,85;69,58;29,51 
1690.6;40,50;32,34;30,41;50,50;25,80;69,79;29,56 
1691.6;40,50;32,34;30,41;50,50;25,80;69,63;29,56 
1692.6;40,50;32,34;30,41;50,39;25,70;69,68;29,61 
1693.6;40,50;32,34;30,40;50,44;25,75;69,58;29,51 
1694.6;40,50;32,34;30,40;50,39;25,75;69,68;29,51 
1695.6;40,50;32,34;30,40;50,50;25,90;69,63;29,51 
1696.6;40,50;32,34;30,41;50,44;25,80;69,68;29,51 
1697.6;40,50;32,34;30,40;50,65;25,85;69,63;29,56 
1698.6;40,50;32,34;30,40;50,55;25,90;69,58;29,46 
1699.6;40,50;32,34;30,40;50,55;25,85;69,68;29,61 
1700.6;40,50;32,34;30,40;50,50;25,85;69,68;29,51 
1701.6;40,50;32,34;30,40;50,50;25,75;69,74;29,51 
1702.6;40,50;32,34;30,40;50,39;25,80;69,58;29,46 
1703.6;40,50;32,34;30,40;50,50;25,70;69,74;29,56 
1704.6;40,50;32,34;30,40;50,44;25,90;69,68;29,46 
1705.6;40,49;32,34;30,40;50,55;25,80;69,74;29,51 
1706.6;40,49;32,34;30,40;50,60;25,80;69,63;29,51 
1707.6;40,49;32,34;30,40;50,60;25,80;69,68;29,51 
1708.6;40,49;32,34;30,41;50,65;25,85;69,63;29,51 
1709.6;40,49;32,34;30,41;50,60;25,80;69,63;29,51 
1710.6;40,49;32,34;30,41;50,65;25,85;69,63;29,51 
1711.6;40,49;32,34;30,41;50,65;25,80;69,68;29,46 
1712.6;40,49;32,34;30,41;50,55;25,80;69,68;29,56 
1713.6;40,49;32,35;30,41;50,55;25,80;69,68;29,51 
1714.6;40,49;32,35;30,41;50,60;25,70;69,68;29,51 
1715.6;40,49;32,35;30,41;50,70;25,80;69,58;29,56 
1716.6;40,49;32,35;30,42;50,75;25,80;69,68;29,46 
1717.6;40,49;32,35;30,42;50,75;25,85;69,63;29,56 
1718.6;40,49;32,35;30,42;50,86;25,85;69,74;29,46 
1719.6;40,49;32,35;30,42;50,80;25,85;69,63;29,56 
1720.6;40,49;32,35;30,42;50,80;25,80;69,53;29,51 
1721.6;40,49;32,35;30,42;50,70;25,75;69,63;29,61 
1722.6;40,49;32,35;30,42;50,70;25,80;69,63;29,56 
1723.6;40,49;32,35;30,42;50,91;25,80;69,68;29,61 
1724.6;40,50;32,35;30,42;50,96;25,80;69,53;29,51 
1725.6;40,50;32,35;30,42;50,91;25,85;69,68;29,56 
1726.6;40,50;32,35;30,42;50,80;25,85;69,68;29,46 
1727.6;40,49;32,35;30,42;50,75;25,75;69,68;29,56 
1728.6;40,50;32,35;30,42;50,96;25,85;69,68;29,61 
1729.6;40,50;32,35;30,42;51,01;25,90;69,63;29,61 
1730.6;40,50;32,35;30,42;50,91;25,80;69,79;29,56 
1731.6;40,50;32,35;30,43;50,75;25,75;69,74;29,51 
1732.6;40,50;32,35;30,43;50,70;25,75;69,84;29,56 
1733.6;40,50;32,35;30,43;50,70;25,80;69,74;29,61 
1734.6;40,50;32,36;30,43;50,75;25,85;69,84;29,56 
1735.6;40,50;32,36;30,43;50,96;25,85;69,79;29,56 
1736.6;40,50;32,36;30,44;50,80;25,85;69,79;29,51 
1737.6;40,50;32,36;30,44;50,86;25,85;69,84;29,61 
1738.6;40,50;32,36;30,44;50,91;25,85;69,79;29,46 
1739.6;40,50;32,36;30,44;51,11;25,80;69,84;29,56 
1740.6;40,50;32,37;30,44;50,80;25,75;69,74;29,51 
1741.6;40,50;32,37;30,44;51,01;25,75;69,84;29,56 
1742.6;40,50;32,37;30,45;50,91;25,75;69,74;29,51 
1743.6;40,51;32,37;30,45;51,11;25,80;69,74;29,56 
1744.6;40,51;32,37;30,45;51,16;25,80;69,79;29,61 
1745.6;40,51;32,37;30,45;51,22;25,80;69,79;29,56 
1746.6;40,51;32,38;30,45;51,32;25,85;69,68;29,61 
1747.6;40,51;32,37;30,45;51,32;25,85;69,79;29,46 
1748.6;40,51;32,37;30,45;51,37;25,80;69,79;29,61 
1749.6;40,51;32,37;30,45;51,32;25,80;69,74;29,56 
1750.6;40,51;32,38;30,45;51,27;25,80;69,79;29,61 
1751.6;40,51;32,38;30,45;51,32;25,70;69,89;29,56 
1752.6;40,51;32,38;30,45;51,32;25,80;69,94;29,61 
1753.6;40,51;32,38;30,45;51,16;25,70;69,94;29,56 
1754.6;40,51;32,38;30,45;51,32;25,85;69,94;29,56 
1755.6;40,51;32,38;30,45;51,32;25,85;69,99;29,61 
1756.6;40,51;32,38;30,45;51,37;25,85;69,94;29,61 
1757.6;40,51;32,38;30,46;51,32;25,80;69,99;29,61 
1758.6;40,51;32,39;30,46;51,16;25,75;69,94;29,61 
1759.6;40,51;32,39;30,46;51,01;25,75;69,94;29,56 
1760.6;40,51;32,39;30,45;51,01;25,75;69,94;29,56 
1761.6;40,51;32,39;30,45;51,01;25,80;69,99;29,51 
1762.6;40,51;32,39;30,45;51,06;25,80;69,94;29,56 
1763.6;40,51;32,39;30,45;51,01;25,85;69,94;29,56 
1764.6;40,51;32,39;30,45;50,96;25,85;69,99;29,61 
1765.6;40,51;32,39;30,45;50,91;25,75;69,99;29,61 
1766.6;40,51;32,39;30,44;50,96;25,75;69,94;29,61 
1767.6;40,51;32,39;30,45;50,96;25,85;69,89;29,56 
1768.6;40,51;32,39;30,44;50,86;25,75;69,94;29,51 
1769.6;40,51;32,39;30,44;50,80;25,80;69,79;29,56 
1770.6;40,51;32,39;30,44;50,91;25,80;69,84;29,51 
1771.6;40,51;32,39;30,44;50,80;25,80;69,84;29,56 
1772.6;40,51;32,39;30,44;50,86;25,85;69,79;29,56 
1773.6;40,51;32,39;30,44;50,91;25,90;69,94;29,56 
1774.6;40,51;32,39;30,44;51,01;25,90;69,68;29,51 
1775.6;40,51;32,39;30,44;50,91;25,85;69,84;29,56 
1776.6;40,51;32,39;30,44;50,80;25,85;69,84;29,56 
1777.6;40,51;32,39;30,44;50,55;25,80;69,74;29,51 
1778.6;40,51;32,39;30,44;50,55;25,75;69,74;29,61 
1779.6;40,51;32,39;30,44;50,60;25,80;69,63;29,51 
1780.6;40,51;32,39;30,44;50,55;25,80;69,89;29,56 
1781.6;40,51;32,39;30,44;50,60;25,80;69,84;29,51 
1782.6;40,52;32,38;30,44;50,65;25,80;69,94;29,61 
1783.6;40,51;32,39;30,44;50,65;25,80;69,74;29,56 
1784.6;40,52;32,38;30,43;50,60;25,80;69,79;29,56 
1785.6;40,52;32,38;30,43;50,55;25,90;69,89;29,56 
1786.6;40,52;32,38;30,43;50,39;25,75;69,84;29,51 
1787.6;40,52;32,38;30,43;50,44;25,80;69,79;29,61 
1788.6;40,52;32,38;30,43;50,44;25,80;69,79;29,56 
1789.6;40,52;32,38;30,43;50,50;25,90;69,68;29,51 
1790.6;40,52;32,38;30,43;50,55;25,85;69,79;29,61 
1791.6;40,52;32,38;30,43;50,44;25,85;69,79;29,56 
1792.6;40,51;32,38;30,43;50,50;25,85;69,68;29,61 
1793.6;40,51;32,38;30,43;50,50;25,80;69,63;29,51 
1794.6;40,51;32,38;30,43;50,34;25,85;69,74;29,61 
1795.6;40,51;32,38;30,43;50,34;25,75;69,63;29,61 
1796.6;40,51;32,38;30,42;50,29;25,80;69,68;29,61 
1797.6;40,51;32,38;30,42;50,29;25,75;69,79;29,61 
1798.6;40,51;32,38;30,42;50,24;25,80;69,84;29,51 
1799.6;40,50;32,38;30,42;50,44;25,75;69,84;29,56 
1800.6;40,50;32,37;30,42;50,50;25,80;69,79;29,56 
1801.6;40,50;32,37;30,42;50,44;25,85;69,84;29,56 
1802.6;40,50;32,37;30,42;50,50;25,80;69,79;29,61 
1803.6;40,50;32,37;30,42;50,39;25,80;69,79;29,56 
1804.6;40,49;32,37;30,42;50,39;25,75;69,74;29,56 
1805.6;40,50;32,37;30,42;50,44;25,75;69,89;29,56 
1806.6;40,49;32,37;30,42;50,39;25,80;69,74;29,56 
1807.6;40,49;32,37;30,42;50,50;25,80;69,74;29,46 
1808.6;40,49;32,37;30,42;50,44;25,85;69,84;29,61 
1809.6;40,50;32,37;30,42;50,44;25,90;69,79;29,51 
1810.6;40,50;32,37;30,42;50,50;25,80;69,89;29,56 
1811.6;40,50;32,37;30,42;50,55;25,85;69,89;29,56 
1812.6;40,50;32,37;30,42;50,39;25,75;69,79;29,56 
1813.6;40,50;32,37;30,42;50,44;25,80;69,79;29,61 
1814.6;40,50;32,37;30,41;50,39;25,80;69,84;29,56 
1815.6;40,50;32,37;30,41;50,29;25,85;69,74;29,51 
1816.6;40,50;32,37;30,41;50,34;25,85;69,84;29,51 
1817.6;40,50;32,36;30,41;50,29;25,90;69,79;29,61 
1818.6;40,51;32,37;30,41;50,24;25,85;69,74;29,61 
1819.6;40,51;32,36;30,41;50,24;25,85;69,79;29,56 
1820.6;40,51;32,36;30,40;50,29;25,75;69,74;29,56 
1821.6;40,51;32,36;30,40;50,08;25,80;69,79;29,56 
1822.6;40,51;32,36;30,40;49,93;25,80;69,74;29,61 
1823.6;40,52;32,36;30,40;50,08;25,80;69,84;29,51 
1824.6;40,52;32,36;30,40;49,98;25,80;69,79;29,51 
1825.6;40,52;32,36;30,40;50,03;25,80;69,79;29,61 
1826.6;40,52;32,36;30,40;49,88;25,80;69,84;29,51 
1827.6;40,52;32,36;30,40;49,93;25,80;69,79;29,61 
1828.6;40,52;32,36;30,40;49,93;25,80;69,84;29,51 
1829.6;40,52;32,36;30,40;49,78;25,75;69,84;29,61 
1830.6;40,53;32,37;30,41;49,88;25,80;69,74;29,56 
1831.6;40,53;32,37;30,41;49,93;25,80;69,79;29,56 
1832.6;40,53;32,37;30,41;49,88;25,80;69,79;29,56 
1833.6;40,53;32,37;30,41;49,83;25,80;69,79;29,56 
1834.6;40,53;32,37;30,42;49,93;25,90;69,79;29,51 
1835.6;40,53;32,37;30,42;49,88;25,80;69,79;29,51 
1836.6;40,53;32,37;30,42;49,93;25,80;69,89;29,56 
1837.6;40,53;32,37;30,42;49,88;25,80;69,94;29,51 
1838.6;40,54;32,37;30,43;49,78;25,75;69,99;29,61 
1839.6;40,54;32,38;30,43;49,83;25,80;69,94;29,51 
1840.6;40,54;32,38;30,43;49,78;25,80;69,99;29,61 
1841.6;40,54;32,37;30,43;49,72;25,90;70,04;29,61 
1842.6;40,54;32,38;30,44;49,78;25,80;69,94;29,51 
1843.6;40,55;32,38;30,44;49,88;25,85;69,99;29,66 
1844.6;40,55;32,38;30,44;49,72;25,85;69,89;29,56 
1845.6;40,56;32,38;30,45;49,83;25,85;69,94;29,66 
1846.6;40,56;32,38;30,45;49,78;25,90;69,94;29,56 
1847.6;40,56;32,39;30,45;49,78;25,85;70,04;29,51 
1848.6;40,56;32,39;30,45;49,78;25,85;69,89;29,61 
1849.6;40,56;32,39;30,46;49,72;25,85;69,79;29,56 
1850.6;40,56;32,39;30,46;49,67;25,90;69,84;29,61 
1851.6;40,55;32,40;30,46;49,93;25,85;69,74;29,56 
1852.6;40,55;32,40;30,46;49,88;26,01;69,89;29,56 
1853.6;40,55;32,40;30,46;50,08;25,85;69,68;29,51 
1854.6;40,55;32,40;30,46;50,19;25,80;69,63;29,51 
1855.6;40,55;32,40;30,47;50,14;25,90;69,79;29,66 
1856.6;40,55;32,40;30,46;50,08;25,70;69,63;29,56 
1857.6;40,55;32,41;30,47;50,29;25,85;69,68;29,51 
1858.6;40,55;32,41;30,47;50,34;25,90;69,68;29,61 
1859.6;40,56;32,41;30,47;50,39;25,90;69,63;29,61 
1860.6;40,56;32,41;30,47;50,34;25,85;69,68;29,61 
1861.6;40,56;32,41;30,47;50,34;26,32;69,68;29,51 
1862.6;40,56;32,41;30,47;50,19;25,85;69,74;29,66 
1863.6;40,56;32,41;30,47;50,19;25,85;69,63;29,56 
1864.6;40,61;32,41;30,48;50,19;25,96;69,68;29,56 
1865.6;40,62;32,41;30,48;50,14;25,85;69,58;29,56 
1866.6;40,62;32,41;30,48;50,14;25,85;69,63;29,56 
1867.6;40,62;32,41;30,48;50,03;26,01;69,74;29,61 
1868.6;40,62;32,41;30,48;50,03;25,85;69,63;29,56 
1869.6;40,62;32,42;30,48;50,08;25,90;69,68;29,56 
1870.6;40,62;32,41;30,48;50,08;25,85;69,63;29,61 
1871.6;40,63;32,41;30,48;49,98;25,85;69,74;29,51 
1872.6;40,63;32,41;30,48;50,03;25,85;69,63;29,56 
1873.6;40,63;32,41;30,48;49,98;25,85;69,63;29,51 
1874.6;40,63;32,41;30,48;50,03;25,80;69,68;29,61 
1875.6;40,63;32,41;30,48;50,08;25,80;69,63;29,51 
1876.6;40,63;32,41;30,48;50,24;25,85;69,74;29,61 
1877.6;40,63;32,41;30,48;50,24;25,90;69,63;29,56 
1878.6;40,63;32,41;30,48;50,19;25,90;69,63;29,56 
1879.6;40,63;32,41;30,48;50,34;25,85;69,68;29,56 
1880.6;40,63;32,41;30,48;50,29;25,85;69,68;29,46 
1881.6;40,63;32,42;30,48;50,34;25,90;69,74;29,51 
1882.6;40,63;32,42;30,48;50,24;25,85;69,68;29,51 
1883.6;40,63;32,42;30,48;50,29;25,96;69,68;29,51 
1884.6;40,63;32,42;30,48;50,29;25,85;69,63;29,51 
1885.6;40,63;32,42;30,48;50,50;25,80;69,63;29,61 
1886.6;40,63;32,42;30,48;50,50;25,85;69,63;29,61 
1887.6;40,63;32,42;30,48;50,50;25,85;69,63;29,41 
1888.6;40,63;32,42;30,48;50,44;25,85;69,68;29,56 
1889.6;40,63;32,42;30,48;50,50;25,85;69,53;29,51 
1890.6;40,63;32,42;30,48;50,55;25,80;69,68;29,56 
1891.6;40,63;32,42;30,48;50,55;25,90;69,63;29,56 
1892.6;40,63;32,42;30,48;50,65;25,85;69,84;29,46 
1893.6;40,63;32,42;30,48;50,70;25,90;69,84;29,51 
1894.6;40,63;32,42;30,48;50,65;25,85;69,79;29,51 
1895.6;40,63;32,42;30,48;50,60;25,85;69,84;29,46 
1896.6;40,63;32,42;30,49;50,55;25,85;69,74;29,56 
1897.6;40,63;32,42;30,48;50,60;25,80;69,84;29,51 
1898.6;40,63;32,42;30,48;50,65;25,85;69,84;29,61 
1899.6;40,63;32,42;30,48;50,70;25,85;69,79;29,46 
1900.6;40,63;32,42;30,48;50,60;25,90;69,84;29,46 
1901.6;40,63;32,41;30,48;50,65;25,90;69,74;29,51 
1902.6;40,64;32,41;30,48;50,70;25,75;69,84;29,51 
1903.6;40,64;32,41;30,48;50,50;25,75;69,74;29,56 
1904.6;40,64;32,41;30,48;50,44;25,75;69,74;29,46 
1905.6;40,64;32,41;30,48;50,29;25,80;69,79;29,56 
1906.6;40,64;32,41;30,47;50,29;25,90;69,74;29,51 
1907.6;40,64;32,41;30,47;50,39;25,85;69,79;29,51 
1908.6;40,64;32,40;30,47;50,39;25,85;69,74;29,56 
1909.6;40,64;32,40;30,47;50,39;25,90;69,79;29,51 
1910.6;40,65;32,40;30,47;50,34;25,80;69,79;29,51 
1911.6;40,65;32,40;30,47;50,34;25,75;69,79;29,46 
1912.6;40,65;32,40;30,46;50,34;25,80;69,94;29,51 
1913.6;40,65;32,39;30,46;50,29;25,85;69,84;29,46 
1914.6;40,65;32,39;30,46;50,24;25,85;69,94;29,56 
1915.6;40,65;32,39;30,46;50,34;25,96;69,94;29,46 
1916.6;40,65;32,39;30,46;50,34;25,85;69,94;29,51 
1917.6;40,65;32,39;30,46;50,29;25,90;69,89;29,51 
1918.6;40,65;32,39;30,46;50,39;25,85;69,94;29,46 
1919.6;40,65;32,39;30,46;50,50;25,80;69,99;29,41 
1920.6;40,65;32,39;30,46;50,39;25,90;69,89;29,46 
1921.6;40,65;32,39;30,47;50,60;25,85;69,94;29,56 
1922.6;40,65;32,39;30,47;50,65;25,85;69,94;29,56 
1923.6;40,65;32,39;30,47;50,70;25,90;69,94;29,41 
1924.6;40,65;32,40;30,47;50,65;25,90;69,89;29,51 
1925.6;40,65;32,40;30,47;50,70;25,85;70,04;29,46 
1926.6;40,65;32,40;30,47;50,65;25,90;70,15;29,56 
1927.6;40,65;32,40;30,47;50,60;25,90;69,99;29,56 
1928.6;40,65;32,40;30,47;50,70;25,85;70,10;29,46 
1929.6;40,64;32,40;30,48;50,55;25,90;70,10;29,51 
1930.6;40,64;32,41;30,48;50,65;25,90;70,04;29,51 
1931.6;40,64;32,40;30,48;50,55;25,90;70,20;29,46 
1932.6;40,64;32,41;30,48;50,70;25,96;69,99;29,51 
1933.6;40,64;32,41;30,49;50,65;25,96;70,15;29,46 
1934.6;40,64;32,41;30,49;50,60;25,80;70,04;29,56 
1935.6;40,64;32,41;30,49;50,65;25,85;70,20;29,41 
1936.6;40,64;32,41;30,49;50,60;25,80;70,30;29,56 
1937.6;40,63;32,42;30,50;50,55;25,85;70,20;29,51 
1938.6;40,64;32,42;30,50;50,60;25,85;70,30;29,56 
1939.6;40,63;32,42;30,50;50,60;25,80;70,15;29,51 
1940.6;40,63;32,42;30,50;50,65;25,90;70,20;29,35 
1941.6;40,63;32,43;30,50;50,70;25,85;70,35;29,41 
1942.6;40,64;32,43;30,51;50,55;25,85;70,15;29,46 
1943.6;40,63;32,43;30,51;50,39;25,75;70,30;29,46 
1944.6;40,64;32,43;30,51;50,24;25,80;70,20;29,46 
1945.6;40,64;32,44;30,52;50,24;25,80;70,30;29,46 
1946.6;40,64;32,44;30,52;50,14;25,90;70,40;29,51 
1947.6;40,64;32,44;30,52;50,14;25,85;70,35;29,41 
1948.6;40,64;32,44;30,53;50,19;25,96;70,51;29,41 
1949.6;40,64;32,45;30,53;49,98;25,80;70,35;29,41 
1950.6;40,64;32,45;30,53;49,98;25,85;70,46;29,41 
1951.6;40,64;32,45;30,53;50,03;25,90;70,35;29,41 
1952.6;40,65;32,45;30,53;50,03;25,80;70,35;29,41 
1953.6;40,65;32,45;30,54;49,93;25,85;70,35;29,46 
1954.6;40,65;32,46;30,54;49,98;26,06;70,35;29,41 
1955.6;40,65;32,46;30,54;49,98;25,85;70,35;29,46 
1956.6;40,65;32,46;30,54;49,93;25,80;70,51;29,51 
1957.6;40,65;32,46;30,54;49,72;25,90;70,51;29,46 
1958.6;40,65;32,46;30,54;49,67;25,80;70,56;29,46 
1959.6;40,65;32,46;30,55;49,67;25,80;70,51;29,41 
1960.6;40,66;32,46;30,55;49,72;25,80;70,56;29,46 
1961.6;40,66;32,46;30,55;49,78;25,85;70,40;29,41 
1962.6;40,66;32,47;30,55;49,78;25,85;70,51;29,35 
1963.6;40,66;32,47;30,55;49,78;25,90;70,56;29,46 
1964.6;40,67;32,47;30,56;49,62;25,96;70,51;29,41 
1965.6;40,67;32,47;30,56;49,57;25,80;70,56;29,51 
1966.6;40,67;32,48;30,56;49,62;25,85;70,51;29,46 
1967.6;40,67;32,48;30,57;49,57;25,85;70,66;29,41 
1968.6;40,67;32,48;30,57;49,62;25,85;70,66;29,51 
1969.6;40,68;32,49;30,57;49,62;25,80;70,56;29,46 
1970.6;40,68;32,49;30,57;49,52;25,80;70,61;29,46 
1971.6;40,68;32,50;30,58;49,42;25,96;70,66;29,46 
1972.6;40,68;32,50;30,58;49,47;25,80;70,71;29,51 
1973.6;40,68;32,50;30,59;49,47;25,85;70,66;29,51 
1974.6;40,68;32,50;30,59;49,42;25,90;70,66;29,41 
1975.6;40,69;32,51;30,59;49,47;25,85;70,71;29,46 
1976.6;40,68;32,51;30,60;49,57;25,85;70,61;29,35 
1977.6;40,68;32,52;30,60;49,42;25,90;70,61;29,41 
1978.6;40,69;32,52;30,61;49,47;25,85;70,61;29,46 
1979.6;40,69;32,53;30,61;49,42;25,80;70,66;29,41 
1980.6;40,69;32,53;30,61;49,42;25,85;70,82;29,51 
1981.6;40,69;32,53;30,62;49,52;25,85;70,76;29,46 
1982.6;40,69;32,54;30,62;49,62;25,90;70,82;29,46 
1983.6;40,69;32,54;30,62;49,57;25,96;70,82;29,46 
1984.6;40,69;32,54;30,63;49,62;25,90;70,76;29,41 
1985.6;40,69;32,54;30,63;49,62;25,85;70,82;29,51 
1986.6;40,69;32,55;30,64;49,57;25,96;70,76;29,51 
1987.6;40,68;32,55;30,64;49,72;25,85;70,82;29,41 
1988.6;40,69;32,55;30,65;49,72;25,85;70,76;29,41 
1989.6;40,68;32,56;30,65;49,72;25,90;70,82;29,41 
1990.6;40,68;32,56;30,65;49,78;25,90;70,82;29,51 
1991.6;40,68;32,56;30,66;49,78;25,96;70,76;29,41 
1992.6;40,68;32,57;30,66;49,83;25,85;70,76;29,41 
1993.6;40,68;32,57;30,66;49,83;25,90;70,82;29,46 
1994.6;40,68;32,57;30,66;49,88;25,90;70,87;29,46 
1995.6;40,68;32,57;30,67;49,93;25,80;70,97;29,51 
1996.6;40,68;32,58;30,67;49,88;26,01;70,92;29,41 
1997.6;40,68;32,58;30,67;49,98;25,90;70,92;29,46 
1998.6;40,68;32,58;30,67;49,93;26,01;70,92;29,41 
1999.6;40,68;32,58;30,67;49,93;25,96;70,97;29,46 
2000.6;40,68;32,58;30,68;50,08;25,85;70,97;29,46 
2001.6;40,68;32,58;30,68;49,98;25,80;70,92;29,30 
2002.6;40,68;32,58;30,68;50,03;25,85;71,02;29,46 
2003.6;40,68;32,58;30,68;50,03;25,85;70,92;29,46 
2004.6;40,68;32,58;30,68;50,03;25,96;70,92;29,41 
2005.6;40,67;32,58;30,68;49,93;25,90;70,97;29,46 
2006.6;40,67;32,58;30,68;50,08;25,96;70,92;29,46 
2007.6;40,68;32,58;30,69;50,14;25,90;71,02;29,41 
2008.6;40,67;32,59;30,69;50,08;25,75;71,02;29,46 
2009.6;40,68;32,59;30,69;49,98;25,80;71,18;29,30 
2010.6;40,67;32,59;30,69;50,03;25,85;71,07;29,41 
2011.6;40,68;32,59;30,69;50,03;25,85;71,02;29,41 
2012.6;40,67;32,59;30,69;50,19;25,96;71,18;29,46 
2013.6;40,67;32,59;30,70;49,98;25,85;71,02;29,46 
2014.6;40,68;32,60;30,70;50,03;25,90;71,12;29,35 
2015.6;40,67;32,60;30,70;49,98;25,75;71,07;29,46 
2016.6;40,67;32,60;30,70;50,03;25,85;71,12;29,41 
2017.6;40,67;32,60;30,71;50,03;25,85;71,07;29,46 
2018.6;40,67;32,60;30,71;50,03;25,80;71,07;29,41 
2019.6;40,67;32,60;30,71;50,03;25,80;71,12;29,41 
2020.6;40,67;32,61;30,71;50,14;25,85;71,02;29,46 
2021.6;40,67;32,61;30,71;50,03;25,85;71,02;29,41 
2022.6;40,67;32,61;30,71;50,03;25,80;71,12;29,46 
2023.6;40,67;32,61;30,72;49,98;25,85;70,97;29,35 
2024.6;40,67;32,61;30,72;50,08;25,85;71,12;29,41 
2025.6;40,67;32,61;30,72;50,14;25,85;71,02;29,46 
2026.6;40,67;32,61;30,72;50,03;25,96;71,07;29,41 
2027.6;40,67;32,61;30,72;50,19;25,90;71,18;29,56 
2028.6;40,67;32,61;30,72;50,03;25,85;71,07;29,46 
2029.6;40,67;32,61;30,72;50,03;25,85;71,07;29,41 
2030.6;40,67;32,62;30,72;49,98;25,80;71,07;29,46 
2031.6;40,67;32,62;30,72;49,93;25,85;71,07;29,41 
2032.6;40,67;32,62;30,73;50,03;25,90;71,18;29,46 
2033.6;40,67;32,62;30,73;50,08;25,90;70,92;29,46 
2034.6;40,67;32,62;30,72;50,08;25,80;71,12;29,41 
2035.6;40,67;32,62;30,73;50,03;25,96;71,07;29,41 
2036.6;40,67;32,62;30,73;50,03;25,80;71,07;29,41 
2037.6;40,66;32,62;30,73;50,08;25,75;71,02;29,46 
2038.6;40,66;32,63;30,73;49,98;25,75;71,07;29,46 
2039.6;40,67;32,63;30,73;50,08;25,85;71,12;29,41 
2040.6;40,66;32,63;30,73;50,03;25,90;71,07;29,51 
2041.6;40,66;32,63;30,74;50,03;25,90;71,07;29,46 
2042.6;40,66;32,63;30,74;49,93;25,85;71,18;29,41 
2043.6;40,66;32,64;30,74;49,88;25,80;71,02;29,41 
2044.6;40,66;32,64;30,74;49,93;25,85;71,07;29,46 
2045.6;40,66;32,64;30,74;49,83;25,85;71,12;29,46 
2046.6;40,67;32,64;30,74;49,98;25,80;71,07;29,35 
2047.6;40,66;32,65;30,75;50,03;25,96;71,02;29,46 
2048.6;40,67;32,65;30,75;50,08;25,96;71,07;29,46 
2049.6;40,67;32,65;30,75;50,03;25,85;71,12;29,35 
2050.6;40,66;32,65;30,75;50,08;25,85;71,07;29,35 
2051.6;40,66;32,65;30,75;50,03;25,80;71,12;29,41 
2052.6;40,66;32,65;30,75;50,03;25,85;71,12;29,46 
2053.6;40,67;32,65;30,75;50,08;25,90;71,02;29,41 
2054.6;40,66;32,65;30,75;50,03;25,90;71,28;29,46 
2055.6;40,66;32,65;30,75;50,03;25,90;71,23;29,46 
2056.6;40,66;32,66;30,75;49,98;25,90;71,23;29,46 
2057.6;40,66;32,66;30,75;50,08;25,85;71,18;29,51 
2058.6;40,66;32,66;30,76;49,98;25,80;71,07;29,41 
2059.6;40,66;32,66;30,76;49,93;25,80;71,07;29,46 
2060.6;40,66;32,66;30,76;49,78;25,80;71,02;29,41 
2061.6;40,66;32,66;30,76;49,93;25,80;71,12;29,35 
2062.6;40,66;32,66;30,76;49,98;25,90;71,18;29,51 
2063.6;40,66;32,67;30,76;50,03;25,96;71,23;29,46 
2064.6;40,66;32,67;30,76;50,08;25,85;71,12;29,46 
2065.6;40,66;32,67;30,76;50,03;25,80;71,07;29,51 
2066.6;40,65;32,67;30,76;49,98;25,85;71,12;29,46 
2067.6;40,65;32,67;30,75;50,03;25,80;71,18;29,46 
2068.6;40,65;32,67;30,75;50,03;25,85;70,97;29,35 
2069.6;40,65;32,67;30,75;50,03;25,96;71,18;29,35 
2070.6;40,65;32,67;30,75;50,08;25,90;71,07;29,41 
2071.6;40,65;32,67;30,75;50,03;25,85;71,07;29,41 
2072.6;40,65;32,67;30,75;50,03;25,85;71,02;29,41 
2073.6;40,66;32,68;30,75;49,83;25,80;71,07;29,41 
2074.6;40,66;32,67;30,75;49,72;25,85;71,07;29,41 
2075.6;40,66;32,68;30,75;49,78;25,80;70,97;29,41 
2076.6;40,67;32,68;30,75;49,83;25,85;71,12;29,41 
