time;sensor_PT100_1;sensor_PT100_3;sensor_PT100_4;sensor_humidity_1;sensor_TH_1;sensor_humidity_2;sensor_TH_2 
1259.6;40,30;31,87;29,85;51,52;25,75;67,57;28,99 
1260.6;40,31;31,87;29,85;51,27;25,80;67,47;28,94 
1261.6;40,31;31,87;29,85;51,37;25,75;67,57;29,05 
1262.6;40,31;31,87;29,85;51,37;25,75;67,47;28,99 
1263.6;40,31;31,87;29,85;51,32;25,75;67,47;28,99 
1264.6;40,31;31,87;29,85;51,27;25,75;67,52;28,99 
1265.6;40,31;31,87;29,85;51,32;25,75;67,57;29,05 
1266.6;40,31;31,87;29,85;51,32;25,80;67,47;28,94 
1267.6;40,31;31,87;29,85;51,32;25,75;67,52;28,99 
1268.6;40,31;31,87;29,85;51,32;25,75;67,42;28,94 
1269.6;40,31;31,87;29,85;51,27;25,75;67,47;28,99 
1270.6;40,31;31,87;29,85;51,27;25,70;67,47;28,94 
1271.6;40,31;31,87;29,85;51,37;25,80;67,63;28,99 
1272.6;40,31;31,87;29,85;51,32;25,75;67,47;28,94 
1273.6;40,31;31,87;29,85;51,42;25,80;67,47;28,99 
1274.6;40,31;31,86;29,85;51,47;25,96;67,47;28,94 
1275.6;40,31;31,86;29,85;51,58;25,85;67,63;28,99 
1276.6;40,31;31,86;29,84;51,73;25,80;67,57;28,89 
1277.6;40,31;31,86;29,84;51,83;25,75;67,57;28,99 
1278.6;40,31;31,86;29,84;51,78;25,75;67,42;28,94 
1279.6;40,31;31,86;29,84;51,78;25,75;67,52;29,05 
1280.6;40,31;31,86;29,84;51,94;25,75;67,57;28,94 
1281.6;40,31;31,86;29,84;51,83;25,80;67,63;28,99 
1282.6;40,31;31,86;29,84;51,88;25,75;67,73;28,94 
1283.6;40,30;31,86;29,84;51,78;25,70;67,63;28,94 
1284.6;40,31;31,86;29,84;51,94;25,70;67,63;28,89 
1285.6;40,31;31,86;29,84;52,04;25,80;67,73;28,99 
1286.6;40,31;31,86;29,84;51,99;25,70;67,68;29,05 
1287.6;40,30;31,86;29,83;52,09;25,80;67,57;29,05 
1288.6;40,31;31,86;29,83;52,09;25,80;67,73;28,99 
1289.6;40,31;31,86;29,83;51,88;25,80;67,63;28,99 
1290.6;40,31;31,86;29,83;51,94;25,85;67,73;29,10 
1291.6;40,31;31,86;29,82;51,78;25,85;67,57;28,99 
1292.6;40,32;31,86;29,82;51,83;25,80;67,68;28,99 
1293.6;40,32;31,86;29,82;51,63;25,80;67,57;28,94 
1294.6;40,32;31,86;29,82;51,52;25,70;67,68;29,05 
1295.6;40,33;31,85;29,81;51,58;25,80;67,57;28,94 
1296.6;40,33;31,85;29,81;51,47;25,75;67,73;29,05 
1297.6;40,33;31,85;29,81;51,52;25,75;67,52;29,10 
1298.6;40,34;31,85;29,80;51,42;25,80;67,73;28,99 
1299.6;40,34;31,85;29,80;51,47;25,80;67,68;28,99 
1300.6;40,34;31,85;29,80;51,52;25,75;67,68;28,99 
1301.6;40,35;31,85;29,80;51,42;25,75;67,57;28,99 
1302.6;40,35;31,84;29,80;51,37;25,80;67,68;28,99 
1303.6;40,35;31,84;29,80;51,42;25,85;67,68;28,94 
1304.6;40,35;31,84;29,80;51,42;25,75;67,73;28,99 
1305.6;40,36;31,84;29,80;51,47;25,80;67,63;28,89 
1306.6;40,36;31,84;29,81;51,42;25,75;67,63;29,05 
1307.6;40,36;31,84;29,81;51,58;25,90;67,63;29,05 
1308.6;40,37;31,84;29,81;51,68;25,85;67,83;28,99 
1309.6;40,37;31,84;29,81;51,47;25,80;67,73;28,94 
1310.6;40,37;31,84;29,81;51,52;25,85;67,78;28,99 
1311.6;40,37;31,84;29,81;51,52;25,80;67,73;28,94 
1312.6;40,38;31,84;29,81;51,42;25,70;67,83;29,05 
1313.6;40,38;31,83;29,81;51,52;25,75;67,78;28,94 
1314.6;40,38;31,83;29,81;51,42;25,75;67,83;29,05 
1315.6;40,38;31,83;29,80;51,42;25,75;67,78;28,94 
1316.6;40,38;31,83;29,80;51,47;25,44;67,88;29,10 
1317.6;40,38;31,83;29,80;51,47;25,75;67,88;28,99 
1318.6;40,39;31,82;29,80;51,47;25,75;67,78;29,05 
1319.6;40,39;31,82;29,80;51,32;25,80;67,73;28,99 
1320.6;40,39;31,82;29,80;51,27;25,96;67,83;29,10 
1321.6;40,39;31,82;29,80;51,32;25,75;67,83;28,94 
1322.6;40,39;31,82;29,80;51,37;25,80;67,83;29,05 
1323.6;40,39;31,82;29,81;51,32;25,80;67,78;28,99 
1324.6;40,39;31,82;29,80;51,32;25,80;67,78;28,99 
1325.6;40,40;31,81;29,81;51,32;25,80;67,78;28,99 
1326.6;40,40;31,81;29,81;51,37;25,80;67,73;28,99 
1327.6;40,40;31,81;29,81;51,22;25,80;67,73;28,89 
1328.6;40,40;31,81;29,81;51,22;25,80;67,88;29,10 
1329.6;40,40;31,81;29,81;51,16;25,75;67,83;28,94 
1330.6;40,40;31,81;29,82;51,16;25,80;67,88;29,05 
1331.6;40,40;31,81;29,82;51,16;25,90;67,78;28,99 
1332.6;40,40;31,81;29,82;51,27;25,80;67,83;29,05 
1333.6;40,40;31,81;29,82;51,32;25,80;67,99;28,94 
1334.6;40,40;31,81;29,82;51,32;25,75;67,88;29,05 
1335.6;40,40;31,82;29,83;51,32;25,90;67,93;28,99 
1336.6;40,40;31,82;29,83;51,27;25,85;67,93;29,05 
1337.6;40,40;31,82;29,84;51,42;25,85;68,04;28,99 
1338.6;40,40;31,82;29,84;51,37;25,85;67,99;28,99 
1339.6;40,40;31,83;29,85;51,42;25,85;68,09;28,99 
1340.6;40,40;31,83;29,86;51,32;25,80;68,04;28,99 
1341.6;40,41;31,83;29,87;51,32;25,85;68,04;28,99 
1342.6;40,41;31,84;29,87;51,32;25,80;68,29;29,10 
1343.6;40,41;31,84;29,88;51,27;25,85;68,24;28,99 
1344.6;40,41;31,85;29,89;51,27;25,80;68,24;29,05 
1345.6;40,41;31,85;29,90;51,22;25,80;68,19;28,99 
1346.6;40,41;31,85;29,90;51,32;25,80;68,19;29,10 
1347.6;40,41;31,86;29,91;51,32;25,80;68,29;28,94 
1348.6;40,41;31,86;29,91;51,22;25,75;68,19;29,05 
1349.6;40,41;31,87;29,92;51,22;25,75;68,29;28,94 
1350.6;40,41;31,87;29,92;51,27;25,75;68,35;29,05 
1351.6;40,41;31,87;29,92;51,27;25,85;68,35;28,94 
1352.6;40,42;31,87;29,93;51,27;25,80;68,40;28,99 
1353.6;40,41;31,88;29,93;51,27;25,80;68,29;28,94 
1354.6;40,42;31,88;29,94;51,42;25,85;68,45;29,10 
1355.6;40,42;31,88;29,94;51,37;25,85;68,55;28,99 
1356.6;40,42;31,88;29,95;51,32;25,80;68,50;29,10 
1357.6;40,42;31,89;29,95;51,32;25,80;68,45;28,89 
1358.6;40,42;31,89;29,96;51,42;25,80;68,55;29,05 
1359.6;40,42;31,89;29,96;51,32;25,80;68,55;28,99 
1360.6;40,42;31,90;29,97;51,22;25,75;68,55;29,10 
1361.6;40,42;31,90;29,97;51,32;25,75;68,50;29,05 
1362.6;40,41;31,90;29,98;51,32;25,85;68,55;29,10 
1363.6;40,41;31,90;29,98;51,27;25,80;68,55;28,94 
1364.6;40,41;31,91;29,99;51,27;25,85;68,55;29,05 
1365.6;40,41;31,91;29,99;51,27;25,75;68,71;28,99 
1366.6;40,41;31,91;30,00;51,27;25,75;68,66;29,10 
1367.6;40,41;31,91;30,00;51,27;25,85;68,66;29,05 
1368.6;40,41;31,92;30,00;51,22;25,75;68,71;29,05 
1369.6;40,41;31,92;30,01;51,27;25,70;68,71;29,05 
1370.6;40,41;31,92;30,02;51,32;25,75;68,66;29,05 
1371.6;40,41;31,92;30,02;51,27;25,85;68,66;28,99 
1372.6;40,41;31,93;30,03;51,32;25,90;68,76;29,05 
1373.6;40,41;31,93;30,03;51,27;25,80;68,76;29,05 
1374.6;40,41;31,94;30,04;51,16;25,80;68,86;29,15 
1375.6;40,41;31,94;30,05;51,16;25,85;68,76;28,99 
1376.6;40,41;31,94;30,05;51,11;25,85;68,81;29,05 
1377.6;40,41;31,95;30,06;51,11;25,85;68,76;28,99 
1378.6;40,41;31,95;30,06;51,06;25,75;68,81;29,25 
1379.6;40,41;31,95;30,07;51,06;25,85;68,76;28,99 
1380.6;40,41;31,96;30,07;51,01;25,80;68,81;29,05 
1381.6;40,42;31,96;30,08;50,91;25,75;68,76;29,05 
1382.6;40,42;31,96;30,08;50,91;25,90;68,76;29,05 
1383.6;40,42;31,96;30,09;50,91;25,85;69,02;29,05 
1384.6;40,42;31,97;30,09;50,86;25,75;69,02;29,15 
1385.6;40,42;31,97;30,09;50,91;25,80;68,86;29,10 
1386.6;40,42;31,97;30,09;50,70;25,75;68,96;29,10 
1387.6;40,42;31,98;30,10;50,75;25,85;68,96;29,10 
1388.6;40,42;31,98;30,10;50,75;25,80;68,81;29,10 
1389.6;40,42;31,98;30,10;50,80;25,85;68,86;29,10 
1390.6;40,42;31,99;30,11;50,70;25,85;68,91;29,15 
1391.6;40,42;31,99;30,12;50,75;25,75;68,91;29,10 
1392.6;40,42;32,00;30,12;50,75;25,85;68,91;29,15 
1393.6;40,42;32,00;30,12;50,80;25,85;69,07;29,05 
1394.6;40,42;32,00;30,13;50,75;25,80;69,17;29,15 
1395.6;40,42;32,00;30,13;50,75;25,80;69,02;29,10 
1396.6;40,42;32,01;30,14;50,70;25,80;69,12;29,15 
1397.6;40,42;32,02;30,15;50,75;25,80;69,07;29,10 
1398.6;40,42;32,02;30,15;50,80;25,85;69,07;29,15 
1399.6;40,42;32,02;30,16;50,80;25,80;69,07;29,10 
1400.6;40,42;32,02;30,17;50,75;25,80;69,12;29,10 
1401.6;40,42;32,03;30,17;50,80;25,85;68,96;29,15 
1402.6;40,42;32,03;30,17;50,75;25,90;69,12;29,20 
1403.6;40,42;32,03;30,18;50,70;25,80;69,12;29,20 
1404.6;40,42;32,04;30,18;50,75;25,80;69,12;29,15 
1405.6;40,42;32,04;30,19;50,80;25,90;68,96;29,15 
1406.6;40,42;32,05;30,19;50,70;25,90;69,12;29,20 
1407.6;40,42;32,05;30,20;50,60;25,75;69,07;29,20 
1408.6;40,43;32,06;30,21;50,70;25,80;69,07;29,15 
1409.6;40,43;32,06;30,21;50,70;25,80;69,07;29,15 
1410.6;40,43;32,06;30,22;50,60;25,75;69,12;29,15 
1411.6;40,43;32,06;30,22;50,70;25,80;69,17;29,20 
1412.6;40,43;32,06;30,23;50,80;25,75;69,17;29,15 
1413.6;40,43;32,06;30,23;50,75;25,75;69,17;29,20 
1414.6;40,43;32,07;30,23;50,65;25,75;69,12;29,15 
1415.6;40,43;32,07;30,24;50,70;25,75;69,17;29,25 
1416.6;40,43;32,07;30,24;50,65;25,70;69,17;29,20 
1417.6;40,43;32,08;30,25;50,70;25,80;69,22;29,30 
1418.6;40,43;32,08;30,25;50,86;25,85;69,22;29,10 
1419.6;40,43;32,09;30,25;50,70;25,85;69,27;29,15 
1420.6;40,43;32,09;30,25;50,80;25,85;69,12;29,10 
1421.6;40,43;32,10;30,26;50,75;25,80;69,22;29,20 
1422.6;40,43;32,10;30,26;50,75;25,75;69,12;29,15 
1423.6;40,43;32,10;30,27;50,75;25,80;69,27;29,25 
1424.6;40,43;32,10;30,27;50,80;25,65;69,17;29,30 
1425.6;40,43;32,11;30,27;50,80;25,85;69,38;29,25 
1426.6;40,43;32,11;30,28;50,75;25,80;69,12;29,15 
1427.6;40,43;32,12;30,28;50,70;25,70;69,22;29,15 
1428.6;40,43;32,12;30,28;50,70;25,75;69,22;29,15 
1429.6;40,43;32,12;30,28;50,70;25,70;69,22;29,20 
1430.6;40,43;32,12;30,28;50,70;25,75;69,17;29,20 
1431.6;40,43;32,12;30,28;50,75;25,75;69,22;29,25 
1432.6;40,43;32,13;30,28;50,80;25,85;69,22;29,25 
1433.6;40,43;32,13;30,29;50,80;25,85;69,22;29,25 
1434.6;40,44;32,13;30,29;50,75;25,85;69,22;29,20 
1435.6;40,44;32,13;30,29;50,75;25,85;69,17;29,15 
1436.6;40,43;32,13;30,29;50,80;25,85;69,27;29,35 
1437.6;40,43;32,13;30,30;50,80;25,80;69,17;29,15 
1438.6;40,44;32,14;30,31;50,70;25,80;69,22;29,25 
1439.6;40,44;32,14;30,31;50,80;25,80;69,32;29,15 
1440.6;40,44;32,14;30,31;50,75;25,80;69,38;29,25 
1441.6;40,44;32,14;30,32;50,70;25,80;69,38;29,20 
1442.6;40,44;32,15;30,32;50,75;25,85;69,38;29,15 
1443.6;40,44;32,15;30,32;50,80;25,80;69,12;29,20 
1444.6;40,44;32,15;30,33;50,75;25,85;69,48;29,25 
1445.6;40,44;32,15;30,33;50,75;25,80;69,32;29,20 
1446.6;40,44;32,15;30,33;50,75;25,90;69,43;29,30 
1447.6;40,44;32,15;30,33;50,86;25,85;69,38;29,25 
1448.6;40,45;32,15;30,33;50,86;25,80;69,38;29,20 
1449.6;40,45;32,15;30,33;50,91;25,80;69,32;29,25 
1450.6;40,45;32,15;30,33;50,75;25,80;69,38;29,30 
1451.6;40,45;32,16;30,34;50,80;25,75;69,32;29,30 
1452.6;40,45;32,16;30,34;50,75;25,75;69,38;29,25 
1453.6;40,45;32,16;30,34;50,75;25,70;69,38;29,35 
1454.6;40,45;32,17;30,34;50,75;25,75;69,32;29,30 
1455.6;40,44;32,17;30,34;50,60;25,70;69,38;29,25 
1456.6;40,45;32,17;30,34;50,55;25,75;69,38;29,30 
1457.6;40,45;32,17;30,34;50,65;25,80;69,38;29,30 
1458.6;40,45;32,17;30,35;50,55;25,75;69,32;29,35 
1459.6;40,45;32,17;30,35;50,60;25,75;69,32;29,30 
1460.6;40,45;32,17;30,35;50,60;25,75;69,43;29,35 
1461.6;40,45;32,17;30,35;50,65;25,80;69,22;29,30 
1462.6;40,45;32,17;30,35;50,75;25,80;69,43;29,30 
1463.6;40,45;32,18;30,35;50,65;25,80;69,38;29,30 
1464.6;40,45;32,18;30,35;50,60;25,80;69,43;29,30 
1465.6;40,45;32,18;30,36;50,60;25,90;69,43;29,30 
1466.6;40,45;32,18;30,36;50,55;25,65;69,38;29,25 
1467.6;40,45;32,18;30,36;50,60;25,75;69,22;29,25 
1468.6;40,45;32,19;30,36;50,55;25,70;69,38;29,35 
1469.6;40,45;32,19;30,37;50,50;25,80;69,43;29,25 
1470.6;40,45;32,19;30,37;50,60;25,80;69,32;29,30 
1471.6;40,45;32,19;30,37;50,60;25,80;69,38;29,30 
1472.6;40,45;32,20;30,37;50,65;25,75;69,38;29,30 
1473.6;40,45;32,20;30,38;50,65;25,75;69,38;29,30 
1474.6;40,45;32,20;30,38;50,70;25,80;69,32;29,35 
1475.6;40,45;32,20;30,38;50,65;25,80;69,38;29,35 
1476.6;40,45;32,20;30,38;50,70;25,80;69,32;29,25 
1478.0;40,45;32,21;30,38;50,70;25,80;69,22;29,35 
1478.6;40,45;32,21;30,39;50,60;25,70;69,38;29,35 
1479.6;40,45;32,21;30,39;50,60;25,80;69,38;29,35 
1480.6;40,45;32,21;30,39;50,60;25,80;69,27;29,30 
1481.6;40,44;32,22;30,40;50,55;25,80;69,38;29,30 
1482.6;40,45;32,22;30,40;50,60;25,75;69,32;29,41 
1483.6;40,45;32,22;30,40;50,55;25,80;69,43;29,35 
1484.6;40,44;32,22;30,41;50,65;25,75;69,32;29,35 
1485.6;40,44;32,23;30,41;50,60;25,80;69,38;29,35 
1486.6;40,44;32,23;30,41;50,65;25,85;69,38;29,30 
1487.6;40,44;32,23;30,41;50,60;25,85;69,38;29,25 
1488.6;40,44;32,23;30,41;50,65;25,80;69,38;29,35 
1489.6;40,44;32,24;30,42;50,70;25,80;69,43;29,30 
1490.6;40,44;32,24;30,42;50,65;25,80;69,38;29,35 
1491.6;40,44;32,24;30,42;50,55;25,80;69,38;29,30 
1492.6;40,44;32,24;30,42;50,44;25,85;69,43;29,30 
1493.6;40,44;32,25;30,42;50,44;25,75;69,32;29,35 
1494.6;40,45;32,25;30,42;50,44;25,75;69,32;29,30 
1495.6;40,44;32,25;30,42;50,39;25,70;69,32;29,35 
1496.6;40,45;32,25;30,42;50,39;25,75;69,32;29,41 
1497.6;40,45;32,25;30,42;50,44;25,80;69,38;29,46 
1498.6;40,45;32,25;30,42;50,50;25,75;69,43;29,41 
1499.6;40,45;32,25;30,42;50,50;25,85;69,48;29,46 
1500.6;40,45;32,26;30,42;50,44;25,80;69,32;29,35 
1501.6;40,45;32,26;30,42;50,44;25,80;69,32;29,35 
1502.6;40,45;32,26;30,43;50,50;25,80;69,38;29,30 
1503.6;40,45;32,26;30,43;50,55;25,80;69,43;29,35 
1504.6;40,45;32,26;30,43;50,44;25,75;69,38;29,30 
1505.6;40,45;32,26;30,43;50,44;25,75;69,38;29,46 
1506.6;40,45;32,27;30,43;50,44;25,75;69,27;29,35 
1507.6;40,45;32,27;30,43;50,29;25,70;69,43;29,41 
1508.6;40,46;32,27;30,44;50,39;25,80;69,38;29,35 
1509.6;40,46;32,27;30,43;50,29;25,75;69,38;29,35 
1510.6;40,46;32,27;30,44;50,29;25,75;69,27;29,30 
1511.6;40,46;32,27;30,43;50,34;25,80;69,38;29,35 
1512.6;40,46;32,27;30,43;50,29;25,96;69,38;29,41 
1513.6;40,46;32,28;30,43;50,34;25,80;69,38;29,35 
1514.6;40,46;32,28;30,43;50,39;25,85;69,32;29,46 
1515.6;40,46;32,28;30,43;50,34;25,80;69,43;29,41 
1516.6;40,46;32,28;30,43;50,39;25,75;69,38;29,35 
1517.6;40,46;32,28;30,43;50,34;25,80;69,32;29,41 
1518.6;40,46;32,28;30,43;50,34;25,85;69,32;29,46 
1519.6;40,46;32,28;30,43;50,29;25,75;69,32;29,25 
1520.6;40,47;32,28;30,43;50,29;25,75;69,38;29,46 
1521.6;40,46;32,28;30,43;50,34;25,80;69,38;29,41 
1522.6;40,47;32,28;30,43;50,24;25,75;69,43;29,46 
1523.6;40,47;32,28;30,44;50,29;25,75;69,32;29,30 
1524.6;40,47;32,29;30,44;50,14;25,80;69,32;29,25 
1525.6;40,47;32,29;30,44;50,29;25,75;69,32;29,35 
1526.6;40,47;32,29;30,44;50,34;25,80;69,27;29,46 
1527.6;40,47;32,29;30,44;50,39;25,80;69,38;29,41 
1528.6;40,47;32,29;30,44;50,44;25,85;69,43;29,41 
1529.6;40,47;32,29;30,44;50,39;25,75;69,38;29,30 
1530.6;40,47;32,29;30,44;50,39;25,80;69,32;29,41 
1531.6;40,47;32,29;30,44;50,34;25,80;69,32;29,41 
1532.6;40,47;32,30;30,44;50,29;25,80;69,38;29,35 
1533.6;40,47;32,29;30,44;50,29;25,70;69,38;29,46 
1534.6;40,47;32,29;30,44;50,34;25,80;69,32;29,41 
1535.6;40,47;32,30;30,44;50,29;25,75;69,32;29,46 
1536.6;40,47;32,30;30,44;50,29;26,06;69,38;29,46 
1537.6;40,47;32,30;30,44;50,44;25,80;69,43;29,41 
1538.6;40,48;32,30;30,45;50,29;25,80;69,32;29,35 
1539.6;40,48;32,31;30,45;50,39;25,80;69,38;29,46 
1540.6;40,48;32,31;30,45;50,39;25,85;69,32;29,46 
1541.6;40,48;32,31;30,45;50,39;25,85;69,38;29,35 
1542.6;40,48;32,31;30,45;50,39;25,85;69,48;29,41 
1543.6;40,48;32,31;30,44;50,29;25,80;69,38;29,30 
1544.6;40,48;32,31;30,44;50,34;25,90;69,38;29,46 
1545.6;40,49;32,31;30,44;50,39;25,80;69,38;29,41 
1546.6;40,49;32,31;30,44;50,39;25,80;69,32;29,41 
1547.6;40,49;32,32;30,44;50,34;25,80;69,38;29,35 
1548.6;40,49;32,32;30,44;50,44;25,85;69,43;29,46 
1549.6;40,49;32,32;30,44;50,44;25,85;69,27;29,35 
1550.6;40,49;32,32;30,44;50,50;25,85;69,38;29,46 
1551.6;40,49;32,32;30,44;50,65;25,90;69,38;29,35 
1552.6;40,50;32,33;30,44;50,60;25,90;69,53;29,41 
1553.6;40,50;32,33;30,44;50,65;25,85;69,48;29,41 
1554.6;40,50;32,33;30,44;50,65;25,80;69,48;29,51 
1555.6;40,50;32,33;30,44;50,65;25,80;69,48;29,51 
1556.6;40,50;32,33;30,44;50,60;25,75;69,38;29,41 
1557.6;40,50;32,33;30,45;50,60;25,80;69,48;29,46 
1558.6;40,50;32,33;30,45;50,55;25,80;69,53;29,41 
1559.6;40,50;32,33;30,45;50,65;25,80;69,38;29,51 
1560.6;40,51;32,33;30,45;50,55;25,75;69,32;29,46 
1561.6;40,51;32,34;30,45;50,60;25,80;69,53;29,46 
1562.6;40,51;32,34;30,45;50,65;25,85;69,48;29,41 
1563.6;40,51;32,34;30,45;50,70;25,90;69,58;29,51 
1564.6;40,51;32,34;30,45;50,65;25,80;69,48;29,35 
1565.6;40,51;32,34;30,45;50,60;25,80;69,53;29,41 
1566.6;40,51;32,34;30,46;50,60;25,80;69,43;29,41 
1567.6;40,51;32,35;30,46;50,65;25,80;69,58;29,46 
1568.6;40,51;32,35;30,46;50,60;25,85;69,48;29,51 
1569.6;40,51;32,35;30,46;50,60;25,75;69,53;29,56 
1570.6;40,51;32,35;30,46;50,55;25,80;69,48;29,51 
1571.6;40,51;32,35;30,45;50,55;25,85;69,53;29,51 
1572.6;40,51;32,35;30,45;50,60;25,85;69,58;29,46 
1573.6;40,51;32,35;30,45;50,70;25,80;69,48;29,41 
1574.6;40,51;32,35;30,45;50,70;25,85;69,43;29,46 
1575.6;40,51;32,35;30,45;50,80;25,85;69,53;29,51 
1576.6;40,51;32,35;30,45;50,86;25,85;69,48;29,51 
1577.6;40,51;32,34;30,46;50,91;25,85;69,48;29,46 
1578.6;40,52;32,35;30,46;50,86;25,80;69,48;29,51 
1579.6;40,51;32,35;30,46;50,96;25,85;69,43;29,41 
1580.6;40,52;32,35;30,46;50,91;25,75;69,58;29,51 
1581.6;40,52;32,35;30,46;50,80;25,90;69,48;29,51 
1582.6;40,52;32,35;30,46;50,91;25,75;69,53;29,51 
1583.6;40,52;32,35;30,46;50,96;25,85;69,48;29,46 
1584.6;40,52;32,35;30,46;50,91;25,85;69,63;29,51 
1585.6;40,52;32,35;30,47;50,80;25,80;69,53;29,51 
1586.6;40,52;32,35;30,47;51,01;25,85;69,58;29,41 
1587.6;40,52;32,35;30,46;50,96;25,80;69,53;29,46 
1588.6;40,51;32,35;30,47;50,96;25,85;69,48;29,46 
1589.6;40,51;32,35;30,47;51,01;25,85;69,58;29,46 
1590.6;40,51;32,35;30,46;51,06;25,75;69,43;29,46 
1591.6;40,51;32,35;30,46;50,96;25,80;69,48;29,56 
1592.6;40,51;32,35;30,46;50,96;25,75;69,58;29,51 
1593.6;40,51;32,35;30,46;51,01;25,75;69,58;29,51 
1594.6;40,51;32,35;30,47;50,91;25,75;69,43;29,46 
1595.6;40,51;32,35;30,47;50,91;25,80;69,53;29,51 
1596.6;40,51;32,35;30,47;50,91;25,90;69,48;29,46 
1597.6;40,51;32,35;30,47;50,86;25,80;69,63;29,56 
1598.6;40,51;32,35;30,47;50,91;25,80;69,58;29,46 
1599.6;40,51;32,35;30,47;51,01;25,75;69,53;29,56 
1600.6;40,51;32,36;30,47;51,11;25,90;69,48;29,46 
1601.6;40,51;32,36;30,47;51,06;25,70;69,48;29,51 
1602.6;40,51;32,36;30,47;51,01;25,80;69,48;29,51 
1603.6;40,51;32,36;30,47;51,06;25,70;69,58;29,56 
1604.6;40,50;32,36;30,47;51,01;25,75;69,53;29,56 
1605.6;40,50;32,36;30,46;51,06;25,80;69,48;29,51 
1606.6;40,50;32,36;30,46;51,01;25,75;69,53;29,56 
1607.6;40,51;32,36;30,46;51,01;25,75;69,48;29,51 
1608.6;40,50;32,36;30,46;51,06;26,01;69,58;29,56 
1609.6;40,50;32,36;30,46;51,06;25,85;69,48;29,51 
1610.6;40,50;32,36;30,46;50,91;25,85;69,53;29,56 
1611.6;40,50;32,36;30,45;50,91;25,90;69,48;29,41 
1612.6;40,50;32,36;30,45;50,96;25,75;69,53;29,61 
1613.6;40,51;32,36;30,45;50,91;25,96;69,58;29,56 
1614.6;40,51;32,36;30,45;50,86;25,80;69,48;29,51 
1615.6;40,51;32,36;30,45;50,86;25,75;69,43;29,51 
1616.6;40,51;32,36;30,45;50,96;25,85;69,53;29,51 
1617.6;40,50;32,36;30,45;50,75;25,80;69,43;29,46 
1618.6;40,51;32,36;30,45;50,75;25,80;69,53;29,51 
1619.6;40,50;32,36;30,45;50,86;25,80;69,53;29,51 
1620.6;40,50;32,36;30,45;50,96;25,85;69,32;29,41 
1621.6;40,50;32,36;30,45;50,86;25,85;69,43;29,46 
1622.6;40,50;32,36;30,44;50,91;25,80;69,48;29,41 
1623.6;40,50;32,36;30,44;50,75;25,80;69,32;29,51 
1624.6;40,50;32,36;30,44;50,75;25,80;69,38;29,35 
1625.6;40,50;32,36;30,44;50,86;25,80;69,32;29,51 
1626.6;40,50;32,36;30,44;50,75;25,70;69,27;29,41 
1627.6;40,50;32,36;30,44;50,80;25,85;69,32;29,51 
1628.6;40,50;32,36;30,44;50,86;25,75;69,53;29,41 
1629.6;40,50;32,36;30,43;50,91;25,80;69,43;29,56 
1630.6;40,50;32,36;30,43;50,80;25,90;69,32;29,56 
1631.6;40,49;32,36;30,43;50,91;25,80;69,43;29,51 
1632.6;40,49;32,36;30,43;50,91;25,85;69,38;29,56 
1633.6;40,49;32,36;30,43;50,96;25,90;69,38;29,51 
1634.6;40,49;32,37;30,42;51,01;25,85;69,43;29,51 
1635.6;40,49;32,36;30,42;50,96;25,90;69,32;29,51 
1636.6;40,49;32,36;30,43;50,96;25,80;69,43;29,56 
1637.6;40,49;32,36;30,43;50,96;25,85;69,32;29,51 
1638.6;40,49;32,37;30,43;50,75;25,80;69,43;29,56 
1639.6;40,49;32,37;30,43;50,60;25,80;69,38;29,56 
1640.6;40,49;32,37;30,43;50,70;25,75;69,32;29,51 
1641.6;40,49;32,37;30,43;50,75;25,65;69,32;29,51 
1642.6;40,50;32,37;30,43;50,70;25,80;69,32;29,56 
1643.6;40,49;32,37;30,43;50,70;25,80;69,32;29,51 
1644.6;40,50;32,36;30,43;50,80;25,80;69,58;29,56 
1645.6;40,49;32,37;30,43;50,86;25,85;69,58;29,51 
1646.6;40,49;32,36;30,43;50,70;25,80;69,38;29,56 
1647.6;40,49;32,36;30,43;50,80;25,80;69,48;29,51 
1648.6;40,49;32,37;30,43;50,86;25,80;69,58;29,46 
1649.6;40,49;32,36;30,43;50,91;25,75;69,48;29,51 
1650.6;40,49;32,36;30,43;50,86;25,75;69,48;29,56 
1651.6;40,49;32,36;30,42;50,91;25,75;69,48;29,51 
1652.6;40,49;32,36;30,42;50,91;25,75;69,48;29,51 
1653.6;40,49;32,36;30,42;50,80;25,75;69,48;29,46 
1654.6;40,49;32,36;30,42;50,91;25,75;69,48;29,51 
1655.6;40,49;32,36;30,42;50,96;25,85;69,58;29,56 
1656.6;40,49;32,36;30,42;50,91;25,80;69,48;29,56 
1657.6;40,49;32,36;30,42;50,96;25,80;69,48;29,51 
1658.6;40,49;32,35;30,42;50,91;25,80;69,48;29,51 
1659.6;40,49;32,35;30,42;50,86;25,80;69,53;29,61 
1660.6;40,49;32,35;30,42;50,70;25,70;69,48;29,51 
1661.6;40,49;32,35;30,42;50,65;25,85;69,53;29,46 
1662.6;40,49;32,35;30,42;50,75;25,75;69,38;29,51 
1663.6;40,49;32,35;30,42;50,70;25,75;69,43;29,41 
1664.6;40,49;32,35;30,42;50,80;25,85;69,53;29,56 
1665.6;40,49;32,35;30,42;50,80;26,01;69,53;29,56 
1666.6;40,49;32,35;30,42;50,80;25,85;69,58;29,56 
1667.6;40,49;32,35;30,42;50,80;25,85;69,48;29,56 
